head,relation,tail,head_type,tail_type
60835,CMI-D,25163995,compound,metabolite
60835,CMI-D,52925128,compound,metabolite
24360,CMI-D,53481787,compound,metabolite
24360,CMI-D,24778766,compound,metabolite
24360,CMI-D,11850,compound,metabolite
6234,CMI-D,5289145,compound,metabolite
6234,CMI-D,52922703,compound,metabolite
6234,CMI-D,53479161,compound,metabolite
6234,CMI-D,53481789,compound,metabolite
6234,CMI-D,24779053,compound,metabolite
6234,CMI-D,446066,compound,metabolite
6234,CMI-D,131750353,compound,metabolite
6234,CMI-D,1120,compound,metabolite
46220502,CMI-D,52925710,compound,metabolite
46220502,CMI-D,12599,compound,metabolite
46220502,CMI-D,439279,compound,metabolite
46220502,CMI-D,24778723,compound,metabolite
46220502,CMI-D,52923906,compound,metabolite
46220502,CMI-D,9543989,compound,metabolite
46220502,CMI-D,5283523,compound,metabolite
46220502,CMI-D,53481781,compound,metabolite
46220502,CMI-D,5284616,compound,metabolite
2090,CMI-D,1085,compound,metabolite
5282181,CMI-D,24779384,compound,metabolite
5282181,CMI-D,52923950,compound,metabolite
5282181,CMI-D,24779379,compound,metabolite
2157,CMI-D,53479588,compound,metabolite
2157,CMI-D,305,compound,metabolite
2157,CMI-D,64969,compound,metabolite
2165,CMI-D,185698,compound,metabolite
60795,CMI-D,6030,compound,metabolite
60795,CMI-D,750,compound,metabolite
60795,CMI-D,41781,compound,metabolite
2247,CMI-D,44260139,compound,metabolite
2335,CMI-D,444972,compound,metabolite
2351,CMI-D,445063,compound,metabolite
5328940,CMI-D,446440,compound,metabolite
5328940,CMI-D,24778898,compound,metabolite
5328940,CMI-D,24779053,compound,metabolite
5328940,CMI-D,1088,compound,metabolite
5328940,CMI-D,446066,compound,metabolite
5328940,CMI-D,52924223,compound,metabolite
5328940,CMI-D,11433862,compound,metabolite
5328940,CMI-D,586,compound,metabolite
5328940,CMI-D,44260125,compound,metabolite
5328940,CMI-D,439213,compound,metabolite
2442,CMI-D,984,compound,metabolite
2564,CMI-D,24779544,compound,metabolite
2663,CMI-D,131742,compound,metabolite
2663,CMI-D,100981287,compound,metabolite
10206,CMI-D,24779554,compound,metabolite
10206,CMI-D,105024,compound,metabolite
2749,CMI-D,24779052,compound,metabolite
2749,CMI-D,53479907,compound,metabolite
2754,CMI-D,44260132,compound,metabolite
