head,relation,tail,head_type,tail_type
1023,MPI,Q8WVN8,metabolite,protein
1023,MPI,Q86YJ5,metabolite,protein
1023,MPI,Q14669,metabolite,protein
1023,MPI,Q86Y13,metabolite,protein
1023,MPI,Q15386,metabolite,protein
1023,MPI,O14802,metabolite,protein
1023,MPI,O95602,metabolite,protein
1023,MPI,Q9P1U0,metabolite,protein
1023,MPI,Q9BT43,metabolite,protein
1023,MPI,Q9BQG0,metabolite,protein
1023,MPI,O75417,metabolite,protein
1023,MPI,P49356,metabolite,protein
1023,MPI,Q5JTZ9,metabolite,protein
1023,MPI,Q9NSE4,metabolite,protein
1023,MPI,Q96BW1,metabolite,protein
1023,MPI,Q7L3T8,metabolite,protein
1023,MPI,Q9H008,metabolite,protein
1023,MPI,Q5FVE4,metabolite,protein
1023,MPI,Q96GR2,metabolite,protein
1023,MPI,Q86YT6,metabolite,protein
1023,MPI,Q8WVD3,metabolite,protein
1023,MPI,Q99496,metabolite,protein
1023,MPI,Q9NRN7,metabolite,protein
1023,MPI,Q9UBE0,metabolite,protein
1023,MPI,Q9Y2X8,metabolite,protein
1023,MPI,Q14139,metabolite,protein
1023,MPI,Q7Z419,metabolite,protein
1023,MPI,Q9H6R3,metabolite,protein
1023,MPI,Q8N884,metabolite,protein
1023,MPI,Q9H773,metabolite,protein
1023,MPI,Q86YH6,metabolite,protein
1023,MPI,P49005,metabolite,protein
1023,MPI,Q9UHN1,metabolite,protein
1023,MPI,Q7Z5Q5,metabolite,protein
1023,MPI,Q5T2R2,metabolite,protein
1023,MPI,Q9BVA6,metabolite,protein
1023,MPI,Q6PIY7,metabolite,protein
1023,MPI,Q8N4P3,metabolite,protein
1023,MPI,Q9H3H1,metabolite,protein
1023,MPI,Q9NVV4,metabolite,protein
1023,MPI,Q8NDF8,metabolite,protein
1023,MPI,Q5XG87,metabolite,protein
1023,MPI,Q9NRJ5,metabolite,protein
1023,MPI,Q92696,metabolite,protein
1023,MPI,P53611,metabolite,protein
1023,MPI,Q9BXR3,metabolite,protein
1023,MPI,P49642,metabolite,protein
1023,MPI,P49643,metabolite,protein
1023,MPI,Q3B726,metabolite,protein
1023,MPI,P19388,metabolite,protein
1023,MPI,P61218,metabolite,protein
1023,MPI,P52434,metabolite,protein
1023,MPI,P53803,metabolite,protein
1023,MPI,P62875,metabolite,protein
1023,MPI,O15160,metabolite,protein
1023,MPI,P52435,metabolite,protein
1023,MPI,Q9GZM3,metabolite,protein
1023,MPI,P19387,metabolite,protein
1023,MPI,O15514,metabolite,protein
1023,MPI,P62487,metabolite,protein
1023,MPI,P36954,metabolite,protein
1023,MPI,Q9BUI4,metabolite,protein
1023,MPI,Q9NVU0,metabolite,protein
1023,MPI,Q9H1D9,metabolite,protein
1023,MPI,Q9Y3I0,metabolite,protein
1023,MPI,Q9H6E5,metabolite,protein
1023,MPI,Q9NWX6,metabolite,protein
1023,MPI,Q14258,metabolite,protein
1023,MPI,Q5TAX3,metabolite,protein
1023,MPI,Q5VYS8,metabolite,protein
1023,MPI,Q3KQV9,metabolite,protein
1023,MPI,P60604,metabolite,protein
1023,MPI,Q7Z7E8,metabolite,protein
1023,MPI,P49427,metabolite,protein
1023,MPI,P62256,metabolite,protein
1023,MPI,P61086,metabolite,protein
1023,MPI,Q9NPD8,metabolite,protein
68841,MPI,Q9Y617,metabolite,protein
68841,MPI,P78330,metabolite,protein
736715,MPI,P42357,metabolite,protein
736715,MPI,Q96N76,metabolite,protein
5283869,MPI,Q9NPD5,metabolite,protein
5283869,MPI,Q9Y6L6,metabolite,protein
5283869,MPI,O15438,metabolite,protein
5283869,MPI,O95342,metabolite,protein
5283869,MPI,Q12908,metabolite,protein
5283869,MPI,Q14973,metabolite,protein
5283869,MPI,P46721,metabolite,protein
5283869,MPI,Q96BD0,metabolite,protein
5283869,MPI,P51161,metabolite,protein
164673,MPI,Q9NPD5,metabolite,protein
164673,MPI,Q9Y6L6,metabolite,protein
164673,MPI,O15438,metabolite,protein
164673,MPI,O95342,metabolite,protein
164673,MPI,Q12908,metabolite,protein
164673,MPI,Q14973,metabolite,protein
164673,MPI,P46721,metabolite,protein
164673,MPI,Q96BD0,metabolite,protein
164673,MPI,P51161,metabolite,protein
3032849,MPI,Q02809,metabolite,protein
3032849,MPI,O00469,metabolite,protein
3032849,MPI,O60568,metabolite,protein
767,MPI,O00763,metabolite,protein
767,MPI,P11498,metabolite,protein
767,MPI,Q13085,metabolite,protein
767,MPI,Q02252,metabolite,protein
767,MPI,P19835,metabolite,protein
767,MPI,P05166,metabolite,protein
767,MPI,P05165,metabolite,protein
767,MPI,Q9HCC0,metabolite,protein
767,MPI,Q96RQ3,metabolite,protein
767,MPI,Q01968,metabolite,protein
767,MPI,P02788,metabolite,protein
767,MPI,P00915,metabolite,protein
767,MPI,P00918,metabolite,protein
767,MPI,P02787,metabolite,protein
767,MPI,P13569,metabolite,protein
767,MPI,P35218,metabolite,protein
767,MPI,P07451,metabolite,protein
767,MPI,Q9Y6R1,metabolite,protein
767,MPI,Q9Y2D0,metabolite,protein
767,MPI,O43570,metabolite,protein
767,MPI,P22748,metabolite,protein
767,MPI,Q6U841,metabolite,protein
767,MPI,Q16790,metabolite,protein
767,MPI,P40879,metabolite,protein
767,MPI,Q9Y6M7,metabolite,protein
767,MPI,Q8N1Q1,metabolite,protein
767,MPI,P27708,metabolite,protein
767,MPI,Q96PN6,metabolite,protein
767,MPI,Q9ULX7,metabolite,protein
767,MPI,P43166,metabolite,protein
767,MPI,Q7LBE3,metabolite,protein
767,MPI,Q8TE54,metabolite,protein
767,MPI,Q9BY07,metabolite,protein
767,MPI,O76090,metabolite,protein
