head,relation,tail,head_type,tail_type,label
178,CGI-D,PLK3,compound,gene,2
187,CGI-U,MAMLD1,compound,gene,1
187,CGI-U,OR7E14P,compound,gene,1
187,CGI-U,HS2ST1,compound,gene,1
187,CGI-U,ZSCAN18,compound,gene,1
187,CGI-U,PRLR,compound,gene,1
187,CGI-U,SPATA6L,compound,gene,1
187,CGI-U,PRY,compound,gene,1
187,CGI-U,RGSL1,compound,gene,1
187,CGI-U,GML,compound,gene,1
187,CGI-U,DNAJA4,compound,gene,1
187,CGI-U,EDDM3A,compound,gene,1
187,CGI-U,SEMA7A,compound,gene,1
187,CGI-D,DERA,compound,gene,2
187,CGI-D,RPIA,compound,gene,2
187,CGI-D,BUD31,compound,gene,2
187,CGI-D,STOML2,compound,gene,2
187,CGI-D,CD81,compound,gene,2
187,CGI-D,DYNLT3,compound,gene,2
187,CGI-D,GTF3A,compound,gene,2
187,CGI-D,PSMB7,compound,gene,2
187,CGI-D,AGFG1,compound,gene,2
200,CGI-U,MCOLN1,compound,gene,1
200,CGI-U,CNP,compound,gene,1
200,CGI-U,RPS26,compound,gene,1
200,CGI-U,BLTP2,compound,gene,1
200,CGI-U,DARS1,compound,gene,1
200,CGI-U,STIMATE,compound,gene,1
200,CGI-U,RAB11A,compound,gene,1
200,CGI-U,METAP1,compound,gene,1
200,CGI-U,MIEF1,compound,gene,1
200,CGI-U,DNAAF11,compound,gene,1
200,CGI-U,SMARCA4,compound,gene,1
200,CGI-U,UBE2E3,compound,gene,1
200,CGI-D,AKT3,compound,gene,2
200,CGI-D,HMGCS1,compound,gene,2
200,CGI-D,GDF9,compound,gene,2
200,CGI-D,MYOZ1,compound,gene,2
200,CGI-D,TFE3,compound,gene,2
200,CGI-D,PCDHB11,compound,gene,2
200,CGI-D,CIAO2B,compound,gene,2
200,CGI-D,AP4S1,compound,gene,2
200,CGI-D,PSG1,compound,gene,2
204,CGI-U,C2CD2,compound,gene,1
204,CGI-U,STAP2,compound,gene,1
204,CGI-U,NMT1,compound,gene,1
204,CGI-U,TRIB1,compound,gene,1
204,CGI-U,SCARB2,compound,gene,1
204,CGI-U,ZNF512B,compound,gene,1
204,CGI-U,VPS72,compound,gene,1
204,CGI-U,MAP7,compound,gene,1
204,CGI-U,OPA3,compound,gene,1
204,CGI-U,GATA3,compound,gene,1
204,CGI-U,GPATCH8,compound,gene,1
204,CGI-U,UPF1,compound,gene,1
204,CGI-U,SLC37A4,compound,gene,1
204,CGI-U,NOC2L,compound,gene,1
204,CGI-U,STK32B,compound,gene,1
204,CGI-D,OXA1L,compound,gene,2
204,CGI-D,PLAAT1,compound,gene,2
204,CGI-D,PMAIP1,compound,gene,2
204,CGI-D,PARP2,compound,gene,2
204,CGI-D,NIPSNAP1,compound,gene,2
204,CGI-D,RFC2,compound,gene,2
204,CGI-D,CCNI,compound,gene,2
204,CGI-D,EBNA1BP2,compound,gene,2
204,CGI-D,CPB2,compound,gene,2
204,CGI-D,DAZAP2,compound,gene,2
237,CGI-U,ABCC5,compound,gene,1
237,CGI-U,BBC3,compound,gene,1
237,CGI-U,EMCN,compound,gene,1
237,CGI-U,PPP2R5A,compound,gene,1
237,CGI-U,FOSB,compound,gene,1
237,CGI-U,CYP2B7P,compound,gene,1
237,CGI-U,MAGEC2,compound,gene,1
237,CGI-D,MYC,compound,gene,2
237,CGI-D,FOSL1,compound,gene,2
237,CGI-D,NOP56,compound,gene,2
237,CGI-D,ARPP19,compound,gene,2
237,CGI-D,DPH5,compound,gene,2
237,CGI-D,ABL1,compound,gene,2
237,CGI-D,PHLDA3,compound,gene,2
237,CGI-D,NOL8,compound,gene,2
237,CGI-D,SUPT16H,compound,gene,2
237,CGI-D,UBL4A,compound,gene,2
237,CGI-D,CAD,compound,gene,2
237,CGI-D,NLE1,compound,gene,2
237,CGI-D,WRN,compound,gene,2
237,CGI-D,NUDT9,compound,gene,2
237,CGI-D,NSMAF,compound,gene,2
237,CGI-D,RYR1,compound,gene,2
237,CGI-D,MRPL24,compound,gene,2
237,CGI-D,NELFB,compound,gene,2
244,CGI-U,APBB2,compound,gene,1
244,CGI-U,GPATCH3,compound,gene,1
244,CGI-U,ST3GAL5,compound,gene,1
244,CGI-U,MAMLD1,compound,gene,1
244,CGI-U,ANKRD17,compound,gene,1
244,CGI-U,CIDEA,compound,gene,1
244,CGI-U,GALNS,compound,gene,1
244,CGI-U,SIKE1,compound,gene,1
244,CGI-D,RAC1,compound,gene,2
244,CGI-D,ANXA1,compound,gene,2
244,CGI-D,HIP1R,compound,gene,2
244,CGI-D,SEMA4G,compound,gene,2
244,CGI-D,TPI1,compound,gene,2
244,CGI-D,UBE2M,compound,gene,2
244,CGI-D,RETREG1,compound,gene,2
244,CGI-D,SMC1A,compound,gene,2
244,CGI-D,MINAR1,compound,gene,2
244,CGI-D,MMP15,compound,gene,2
298,CGI-U,HS2ST1,compound,gene,1
298,CGI-U,PPIL2,compound,gene,1
298,CGI-U,SELENOP,compound,gene,1
298,CGI-U,SPTBN5,compound,gene,1
298,CGI-U,GSTA3,compound,gene,1
298,CGI-U,PRLR,compound,gene,1
298,CGI-U,UBE2L6,compound,gene,1
298,CGI-U,SLC7A9,compound,gene,1
298,CGI-U,KANSL3,compound,gene,1
298,CGI-U,WNT3,compound,gene,1
298,CGI-U,PAFAH2,compound,gene,1
298,CGI-D,FXR2,compound,gene,2
298,CGI-D,ATP6V0B,compound,gene,2
298,CGI-D,GCA,compound,gene,2
298,CGI-D,CCT5,compound,gene,2
298,CGI-D,GSTP1,compound,gene,2
298,CGI-D,JPT2,compound,gene,2
298,CGI-D,NRBF2,compound,gene,2
299,CGI-U,FOS,compound,gene,1
299,CGI-U,GATA2,compound,gene,1
299,CGI-U,H2AC14,compound,gene,1
299,CGI-U,SOX2,compound,gene,1
299,CGI-U,GFPT1,compound,gene,1
299,CGI-U,H3C1,compound,gene,1
299,CGI-U,PCDHGA9,compound,gene,1
299,CGI-U,H2BC15,compound,gene,1
299,CGI-D,SDHB,compound,gene,2
299,CGI-D,MRPL12,compound,gene,2
299,CGI-D,TM9SF2,compound,gene,2
299,CGI-D,MET,compound,gene,2
299,CGI-D,CLTC,compound,gene,2
299,CGI-D,PMPCA,compound,gene,2
299,CGI-D,ABCC3,compound,gene,2
305,CGI-U,ABCC9,compound,gene,1
305,CGI-U,SQOR,compound,gene,1
305,CGI-U,NFATC3,compound,gene,1
305,CGI-U,FNTB,compound,gene,1
305,CGI-U,RAD51AP1,compound,gene,1
305,CGI-U,NSMCE4A,compound,gene,1
305,CGI-U,RABEP1,compound,gene,1
305,CGI-U,MCM3,compound,gene,1
305,CGI-U,WWP2,compound,gene,1
305,CGI-D,SNX11,compound,gene,2
305,CGI-D,CDC20,compound,gene,2
305,CGI-D,CASP7,compound,gene,2
305,CGI-D,TNFRSF10B,compound,gene,2
305,CGI-D,FABP5,compound,gene,2
305,CGI-D,CCDC30,compound,gene,2
305,CGI-D,ZBTB25,compound,gene,2
305,CGI-D,HSPA1A,compound,gene,2
305,CGI-D,CORO7,compound,gene,2
305,CGI-D,TTC19,compound,gene,2
305,CGI-D,SLC25A37,compound,gene,2
305,CGI-D,TMC5,compound,gene,2
323,CGI-U,GOLM1,compound,gene,1
323,CGI-U,GSTM3,compound,gene,1
323,CGI-U,MYLK,compound,gene,1
323,CGI-U,IKBKE,compound,gene,1
323,CGI-U,TF,compound,gene,1
323,CGI-U,FAM168B,compound,gene,1
323,CGI-U,RPP38,compound,gene,1
323,CGI-U,RIDA,compound,gene,1
323,CGI-U,NUP210,compound,gene,1
323,CGI-U,POU5F1P3,compound,gene,1
323,CGI-U,CETP,compound,gene,1
323,CGI-D,SGK1,compound,gene,2
323,CGI-D,RAD17,compound,gene,2
323,CGI-D,RRBP1,compound,gene,2
323,CGI-D,PIBF1,compound,gene,2
323,CGI-D,FAM131A,compound,gene,2
323,CGI-D,HTRA2,compound,gene,2
323,CGI-D,CYB5R1,compound,gene,2
338,CGI-U,PPARG,compound,gene,1
338,CGI-U,SRC,compound,gene,1
338,CGI-U,MAP7,compound,gene,1
338,CGI-U,AGR2,compound,gene,1
338,CGI-U,IFNA8,compound,gene,1
338,CGI-U,MELK,compound,gene,1
338,CGI-U,PKMYT1,compound,gene,1
338,CGI-U,SKA1,compound,gene,1
338,CGI-U,NAGK,compound,gene,1
338,CGI-U,ABCB4,compound,gene,1
338,CGI-U,RAD51,compound,gene,1
338,CGI-D,POLG2,compound,gene,2
338,CGI-D,INSIG1,compound,gene,2
338,CGI-D,EXT1,compound,gene,2
338,CGI-D,ANKRD10,compound,gene,2
338,CGI-D,TM9SF3,compound,gene,2
338,CGI-D,KDM6A,compound,gene,2
338,CGI-D,TMEM41B,compound,gene,2
338,CGI-D,KBTBD4,compound,gene,2
338,CGI-D,TAF10,compound,gene,2
370,CGI-U,H2AX,compound,gene,1
370,CGI-U,TPX2,compound,gene,1
370,CGI-U,SMARCD1,compound,gene,1
370,CGI-U,SIPA1,compound,gene,1
370,CGI-U,SLC5A2,compound,gene,1
370,CGI-U,DCPS,compound,gene,1
370,CGI-U,FURIN,compound,gene,1
370,CGI-U,NAPA,compound,gene,1
370,CGI-D,UFM1,compound,gene,2
370,CGI-D,VPS41,compound,gene,2
370,CGI-D,BLTP3B,compound,gene,2
370,CGI-D,SCD,compound,gene,2
370,CGI-D,PPID,compound,gene,2
370,CGI-D,PIGN,compound,gene,2
370,CGI-D,ABI1,compound,gene,2
370,CGI-D,UQCRB,compound,gene,2
370,CGI-D,TNFAIP6,compound,gene,2
370,CGI-D,MAN2A1,compound,gene,2
370,CGI-D,DUSP5,compound,gene,2
370,CGI-D,HNRNPH2,compound,gene,2
370,CGI-D,DZIP1,compound,gene,2
412,CGI-U,VAV3,compound,gene,1
412,CGI-U,IL2RB,compound,gene,1
412,CGI-U,USP18,compound,gene,1
412,CGI-U,PLCB3,compound,gene,1
412,CGI-U,TJP1,compound,gene,1
412,CGI-U,AGAP1,compound,gene,1
412,CGI-U,RASGRF1,compound,gene,1
412,CGI-U,GNA11,compound,gene,1
412,CGI-U,POLE2,compound,gene,1
412,CGI-U,MAPK8,compound,gene,1
412,CGI-U,ANKRD40,compound,gene,1
412,CGI-U,WDR70,compound,gene,1
412,CGI-U,MYBPC3,compound,gene,1
412,CGI-U,SCLY,compound,gene,1
412,CGI-U,GZMH,compound,gene,1
412,CGI-D,IGF1R,compound,gene,2
412,CGI-D,CDKN1B,compound,gene,2
412,CGI-D,ATMIN,compound,gene,2
412,CGI-D,RBM34,compound,gene,2
412,CGI-D,ALDOB,compound,gene,2
412,CGI-D,GOLGA7,compound,gene,2
412,CGI-D,TRAPPC4,compound,gene,2
412,CGI-D,CKAP4,compound,gene,2
412,CGI-D,TOMM34,compound,gene,2
444,CGI-U,MAL,compound,gene,1
444,CGI-U,CPLANE2,compound,gene,1
444,CGI-U,PPP1R13B,compound,gene,1
444,CGI-U,CERK,compound,gene,1
444,CGI-U,COL11A1,compound,gene,1
444,CGI-U,EPN2,compound,gene,1
444,CGI-U,PACSIN3,compound,gene,1
444,CGI-U,PRR15L,compound,gene,1
444,CGI-U,C2CD2,compound,gene,1
444,CGI-U,WDR6,compound,gene,1
444,CGI-U,GARNL3,compound,gene,1
444,CGI-U,SPTBN2,compound,gene,1
444,CGI-D,DLD,compound,gene,2
444,CGI-D,GOLT1B,compound,gene,2
444,CGI-D,DNM1L,compound,gene,2
444,CGI-D,POLR2I,compound,gene,2
444,CGI-D,CHIC2,compound,gene,2
444,CGI-D,ITGB2,compound,gene,2
444,CGI-D,MSN,compound,gene,2
444,CGI-D,VIM,compound,gene,2
444,CGI-D,MMP7,compound,gene,2
444,CGI-D,EPHB1,compound,gene,2
444,CGI-D,HACD3,compound,gene,2
444,CGI-D,NOP10,compound,gene,2
444,CGI-D,ALDH1A1,compound,gene,2
444,CGI-D,E2F6,compound,gene,2
450,CGI-U,SESN1,compound,gene,1
450,CGI-U,CNPY3,compound,gene,1
450,CGI-U,MBNL1,compound,gene,1
450,CGI-U,MAP4K4,compound,gene,1
450,CGI-U,MAP3K4,compound,gene,1
450,CGI-U,ADRB2,compound,gene,1
450,CGI-U,MTCH2,compound,gene,1
450,CGI-U,THYN1,compound,gene,1
450,CGI-U,ZFPM2,compound,gene,1
450,CGI-U,SAV1,compound,gene,1
450,CGI-U,NUP37,compound,gene,1
450,CGI-U,CFD,compound,gene,1
450,CGI-D,POLG,compound,gene,2
450,CGI-D,ANXA1,compound,gene,2
450,CGI-D,TNFRSF21,compound,gene,2
450,CGI-D,DLG4,compound,gene,2
450,CGI-D,MMP10,compound,gene,2
450,CGI-D,PCCB,compound,gene,2
450,CGI-D,ENOSF1,compound,gene,2
450,CGI-D,KCNK7,compound,gene,2
460,CGI-U,SCCPDH,compound,gene,1
460,CGI-U,SLC35A3,compound,gene,1
460,CGI-U,ZNF324,compound,gene,1
460,CGI-U,PURA,compound,gene,1
460,CGI-U,RACGAP1,compound,gene,1
460,CGI-U,NAA50,compound,gene,1
460,CGI-D,ISOC1,compound,gene,2
460,CGI-D,CRABP2,compound,gene,2
460,CGI-D,PAFAH1B1,compound,gene,2
460,CGI-D,CANT1,compound,gene,2
460,CGI-D,CEBPB,compound,gene,2
460,CGI-D,CIB2,compound,gene,2
460,CGI-D,ANXA4,compound,gene,2
464,CGI-U,WFS1,compound,gene,1
464,CGI-U,NUDT9,compound,gene,1
464,CGI-U,P2RY2,compound,gene,1
464,CGI-U,TBL1X,compound,gene,1
464,CGI-U,UBE2E3,compound,gene,1
464,CGI-U,FPGS,compound,gene,1
464,CGI-U,NOTCH3,compound,gene,1
464,CGI-U,ERGIC2,compound,gene,1
464,CGI-U,GNAI2,compound,gene,1
464,CGI-U,CNPY3,compound,gene,1
464,CGI-D,HMGCS1,compound,gene,2
464,CGI-D,TM9SF3,compound,gene,2
464,CGI-D,POLR3C,compound,gene,2
464,CGI-D,TLK2,compound,gene,2
464,CGI-D,MTMR8,compound,gene,2
464,CGI-D,NLGN4X,compound,gene,2
464,CGI-D,RGS7,compound,gene,2
464,CGI-D,GAD1,compound,gene,2
464,CGI-D,TBCC,compound,gene,2
464,CGI-D,VPS13A,compound,gene,2
464,CGI-D,RIPK4,compound,gene,2
564,CGI-U,IDE,compound,gene,1
564,CGI-U,CRIP1,compound,gene,1
564,CGI-U,BACE2,compound,gene,1
564,CGI-U,MAPK6,compound,gene,1
564,CGI-U,GOLM1,compound,gene,1
564,CGI-U,PYY,compound,gene,1
564,CGI-U,BZW2,compound,gene,1
564,CGI-U,PEX12,compound,gene,1
564,CGI-U,PRUNE1,compound,gene,1
564,CGI-U,BAMBI,compound,gene,1
564,CGI-U,INPP4B,compound,gene,1
564,CGI-D,DNAJA3,compound,gene,2
564,CGI-D,FUT1,compound,gene,2
564,CGI-D,FCRL2,compound,gene,2
564,CGI-D,CD44,compound,gene,2
564,CGI-D,MAP3K7CL,compound,gene,2
564,CGI-D,NT5DC2,compound,gene,2
564,CGI-D,CXCL11,compound,gene,2
564,CGI-D,KIAA0319L,compound,gene,2
564,CGI-D,SCGB1D2,compound,gene,2
564,CGI-D,FKBP4,compound,gene,2
596,CGI-U,PSMC3IP,compound,gene,1
596,CGI-U,CRIP1,compound,gene,1
596,CGI-U,CEMIP2,compound,gene,1
596,CGI-U,UBE2L6,compound,gene,1
596,CGI-U,STAMBP,compound,gene,1
596,CGI-U,GINS1,compound,gene,1
596,CGI-D,PLK1,compound,gene,2
596,CGI-D,MAP3K4,compound,gene,2
596,CGI-D,CAB39,compound,gene,2
596,CGI-D,RBMX,compound,gene,2
596,CGI-D,MPZL1,compound,gene,2
596,CGI-D,TOP2B,compound,gene,2
596,CGI-D,CTDSP2,compound,gene,2
596,CGI-D,HSP90AA1,compound,gene,2
598,CGI-U,KLHL21,compound,gene,1
598,CGI-U,CD160,compound,gene,1
598,CGI-U,MUC6,compound,gene,1
598,CGI-U,CHP1,compound,gene,1
598,CGI-U,GABRE,compound,gene,1
598,CGI-U,MPDU1,compound,gene,1
598,CGI-U,SDK2,compound,gene,1
598,CGI-U,ITIH3,compound,gene,1
598,CGI-U,FRZB,compound,gene,1
598,CGI-U,SRSF5,compound,gene,1
598,CGI-U,PYHIN1,compound,gene,1
598,CGI-U,TTPAL,compound,gene,1
598,CGI-U,CEBPE,compound,gene,1
598,CGI-D,NIP7,compound,gene,2
598,CGI-D,DHRS12,compound,gene,2
681,CGI-U,CPLANE2,compound,gene,1
681,CGI-U,CTNNA2,compound,gene,1
681,CGI-U,CTNNB1,compound,gene,1
681,CGI-U,DFFA,compound,gene,1
681,CGI-U,ERCC6L,compound,gene,1
681,CGI-U,SCARB2,compound,gene,1
681,CGI-U,POLR3G,compound,gene,1
681,CGI-U,APOE,compound,gene,1
681,CGI-U,ABHD4,compound,gene,1
681,CGI-U,SLC35C2,compound,gene,1
681,CGI-U,PPARG,compound,gene,1
681,CGI-U,CDCA4,compound,gene,1
681,CGI-U,STIMATE,compound,gene,1
681,CGI-D,TAF5L,compound,gene,2
681,CGI-D,USP22,compound,gene,2
681,CGI-D,LAMA2,compound,gene,2
681,CGI-D,VPS50,compound,gene,2
681,CGI-D,AOPEP,compound,gene,2
681,CGI-D,RETREG3,compound,gene,2
753,CGI-U,GNAI1,compound,gene,1
753,CGI-U,NUMB,compound,gene,1
753,CGI-U,ESF1,compound,gene,1
753,CGI-U,CNBP,compound,gene,1
753,CGI-U,PKIA,compound,gene,1
753,CGI-U,GMDS,compound,gene,1
753,CGI-U,LTA4H,compound,gene,1
753,CGI-U,ERO1A,compound,gene,1
753,CGI-U,IL1RN,compound,gene,1
753,CGI-D,HACD3,compound,gene,2
753,CGI-D,RAX,compound,gene,2
753,CGI-D,HMOX2,compound,gene,2
753,CGI-D,WRAP53,compound,gene,2
753,CGI-D,ROPN1B,compound,gene,2
753,CGI-D,HILPDA,compound,gene,2
753,CGI-D,SDF2L1,compound,gene,2
753,CGI-D,EFNA3,compound,gene,2
753,CGI-D,PERP,compound,gene,2
753,CGI-D,PDCD1,compound,gene,2
753,CGI-D,ALDH3B2,compound,gene,2
753,CGI-D,VPS11,compound,gene,2
753,CGI-D,MATK,compound,gene,2
774,CGI-U,SIRT3,compound,gene,1
774,CGI-U,SRC,compound,gene,1
774,CGI-U,FGFR4,compound,gene,1
774,CGI-U,SSBP2,compound,gene,1
774,CGI-U,APOE,compound,gene,1
774,CGI-U,BMP4,compound,gene,1
774,CGI-U,KCNK1,compound,gene,1
774,CGI-U,TUBB2A,compound,gene,1
774,CGI-U,NTRK2,compound,gene,1
774,CGI-U,PSMB8,compound,gene,1
774,CGI-U,LCN2,compound,gene,1
774,CGI-U,PIP4K2B,compound,gene,1
774,CGI-U,ILRUN,compound,gene,1
774,CGI-D,UPK1A,compound,gene,2
774,CGI-D,OPLAH,compound,gene,2
774,CGI-D,VIM,compound,gene,2
774,CGI-D,CACNB4,compound,gene,2
774,CGI-D,CPA2,compound,gene,2
774,CGI-D,VGLL3,compound,gene,2
790,CGI-U,STK10,compound,gene,1
790,CGI-U,CRIP1,compound,gene,1
790,CGI-U,RAD9A,compound,gene,1
790,CGI-U,NCAPH,compound,gene,1
790,CGI-U,CASP2,compound,gene,1
790,CGI-U,BLTP2,compound,gene,1
790,CGI-U,PAK2,compound,gene,1
790,CGI-U,SORBS3,compound,gene,1
790,CGI-U,DYRK3,compound,gene,1
790,CGI-U,ARL15,compound,gene,1
790,CGI-U,SCRN1,compound,gene,1
790,CGI-D,TTC19,compound,gene,2
790,CGI-D,UPK1A,compound,gene,2
790,CGI-D,NCKAP1,compound,gene,2
790,CGI-D,TAX1BP3,compound,gene,2
790,CGI-D,TARS1,compound,gene,2
790,CGI-D,NGFR,compound,gene,2
790,CGI-D,RUFY3,compound,gene,2
833,CGI-U,GOLM1,compound,gene,1
833,CGI-U,CCDC85B,compound,gene,1
833,CGI-U,RELB,compound,gene,1
833,CGI-U,SORT1,compound,gene,1
833,CGI-U,SLC27A3,compound,gene,1
833,CGI-U,FBXO11,compound,gene,1
833,CGI-U,PAXIP1,compound,gene,1
833,CGI-U,GLOD4,compound,gene,1
833,CGI-U,TUSC3,compound,gene,1
833,CGI-D,SAR1A,compound,gene,2
833,CGI-D,TRMT9B,compound,gene,2
833,CGI-D,ALAD,compound,gene,2
833,CGI-D,PDE8A,compound,gene,2
833,CGI-D,ADAP1,compound,gene,2
833,CGI-D,OSBP,compound,gene,2
833,CGI-D,GAPDHS,compound,gene,2
833,CGI-D,UGT2B15,compound,gene,2
833,CGI-D,AGAP2,compound,gene,2
838,CGI-U,FURIN,compound,gene,1
838,CGI-U,DENND2D,compound,gene,1
838,CGI-U,NOTCH1,compound,gene,1
838,CGI-U,GNA13,compound,gene,1
838,CGI-U,AKAP1,compound,gene,1
838,CGI-U,MAOB,compound,gene,1
838,CGI-U,MCF2L,compound,gene,1
838,CGI-U,UBR2,compound,gene,1
838,CGI-U,CHRNA9,compound,gene,1
838,CGI-U,PRR15L,compound,gene,1
838,CGI-U,SKP1,compound,gene,1
838,CGI-U,HAL,compound,gene,1
838,CGI-U,PDHB,compound,gene,1
838,CGI-U,TMEM214,compound,gene,1
838,CGI-U,CCDC51,compound,gene,1
838,CGI-D,HOXA10,compound,gene,2
838,CGI-D,EXO1,compound,gene,2
838,CGI-D,ADGRE5,compound,gene,2
838,CGI-D,IARS2,compound,gene,2
838,CGI-D,NUSAP1,compound,gene,2
838,CGI-D,KAT6A,compound,gene,2
838,CGI-D,JMJD1C,compound,gene,2
838,CGI-D,VAT1,compound,gene,2
861,CGI-U,NFATC3,compound,gene,1
861,CGI-U,WDR7,compound,gene,1
861,CGI-U,RASSF8,compound,gene,1
861,CGI-U,THBS2,compound,gene,1
861,CGI-U,TAF1,compound,gene,1
861,CGI-U,IKBKE,compound,gene,1
861,CGI-U,MSX2,compound,gene,1
861,CGI-U,TREM2,compound,gene,1
861,CGI-U,AFF4,compound,gene,1
861,CGI-U,TAS2R7,compound,gene,1
861,CGI-U,TRMT61A,compound,gene,1
861,CGI-D,PRKAG1,compound,gene,2
861,CGI-D,POLR2L,compound,gene,2
861,CGI-D,RPL24,compound,gene,2
861,CGI-D,PSAP,compound,gene,2
861,CGI-D,RPL23A,compound,gene,2
861,CGI-D,EIF1,compound,gene,2
861,CGI-D,MPZL1,compound,gene,2
861,CGI-D,RPL39,compound,gene,2
892,CGI-U,NT5DC2,compound,gene,1
892,CGI-U,CHERP,compound,gene,1
892,CGI-U,DGCR2,compound,gene,1
892,CGI-U,POLE2,compound,gene,1
892,CGI-U,APBA3,compound,gene,1
892,CGI-U,HIVEP3,compound,gene,1
892,CGI-U,APBA1,compound,gene,1
892,CGI-D,CAB39,compound,gene,2
892,CGI-D,ATP6V0B,compound,gene,2
892,CGI-D,TOMM34,compound,gene,2
892,CGI-D,DDB2,compound,gene,2
892,CGI-D,PRPF4,compound,gene,2
892,CGI-D,BAG3,compound,gene,2
892,CGI-D,DUSP3,compound,gene,2
892,CGI-D,ATRAID,compound,gene,2
892,CGI-D,UFM1,compound,gene,2
892,CGI-D,HSPH1,compound,gene,2
892,CGI-D,UQCRB,compound,gene,2
892,CGI-D,LPGAT1,compound,gene,2
892,CGI-D,RBM22,compound,gene,2
892,CGI-D,CAP1,compound,gene,2
892,CGI-D,ELOVL6,compound,gene,2
892,CGI-D,ELF1,compound,gene,2
896,CGI-U,BMP4,compound,gene,1
896,CGI-U,PECR,compound,gene,1
896,CGI-U,NFE2L3,compound,gene,1
896,CGI-U,HOXD10,compound,gene,1
896,CGI-U,LILRB4,compound,gene,1
896,CGI-U,GRIA2,compound,gene,1
896,CGI-U,METAP1,compound,gene,1
896,CGI-U,CDH10,compound,gene,1
896,CGI-U,POLR3B,compound,gene,1
896,CGI-U,UNG,compound,gene,1
896,CGI-D,FABP5,compound,gene,2
896,CGI-D,HP1BP3,compound,gene,2
896,CGI-D,MTA1,compound,gene,2
896,CGI-D,TRAM1,compound,gene,2
896,CGI-D,EHD2,compound,gene,2
896,CGI-D,UBXN7,compound,gene,2
896,CGI-D,CCDC69,compound,gene,2
896,CGI-D,DHCR7,compound,gene,2
896,CGI-D,FN1,compound,gene,2
896,CGI-D,UFM1,compound,gene,2
896,CGI-D,CSRP1,compound,gene,2
896,CGI-D,SARAF,compound,gene,2
932,CGI-U,GOLM1,compound,gene,1
932,CGI-U,FAM168B,compound,gene,1
932,CGI-U,FKBP5,compound,gene,1
932,CGI-U,NFKB2,compound,gene,1
932,CGI-U,GTF2I,compound,gene,1
932,CGI-U,SSBP2,compound,gene,1
932,CGI-U,SLFN12,compound,gene,1
932,CGI-U,NMI,compound,gene,1
932,CGI-U,HAMP,compound,gene,1
932,CGI-D,LSM5,compound,gene,2
932,CGI-D,SAR1A,compound,gene,2
932,CGI-D,HSPA1A,compound,gene,2
932,CGI-D,SQSTM1,compound,gene,2
932,CGI-D,FBXW12,compound,gene,2
932,CGI-D,PCSK1N,compound,gene,2
932,CGI-D,PRMT2,compound,gene,2
932,CGI-D,TM9SF3,compound,gene,2
932,CGI-D,TAF5L,compound,gene,2
932,CGI-D,TFPI2,compound,gene,2
932,CGI-D,SGK1,compound,gene,2
932,CGI-D,XPNPEP1,compound,gene,2
932,CGI-D,FABP5,compound,gene,2
932,CGI-D,CAST,compound,gene,2
932,CGI-D,EIF3E,compound,gene,2
932,CGI-D,KIF3B,compound,gene,2
936,CGI-U,MMP1,compound,gene,1
936,CGI-U,MMP12,compound,gene,1
936,CGI-U,PYY,compound,gene,1
936,CGI-U,CCNA1,compound,gene,1
936,CGI-U,H2BC21,compound,gene,1
936,CGI-U,KLK15,compound,gene,1
936,CGI-U,CPLANE2,compound,gene,1
