head,relation,tail,head_type,tail_type,label
450,CGI-U,ZW10,compound,gene,1
450,CGI-U,MAP3K4,compound,gene,1
450,CGI-U,RXYLT1,compound,gene,1
450,CGI-U,AGBL5,compound,gene,1
450,CGI-U,KLHL21,compound,gene,1
450,CGI-U,ADSL,compound,gene,1
450,CGI-U,PIN1,compound,gene,1
450,CGI-U,CARD10,compound,gene,1
450,CGI-U,CFD,compound,gene,1
450,CGI-D,ITGB2,compound,gene,2
450,CGI-D,FABP5,compound,gene,2
450,CGI-D,E2F6,compound,gene,2
450,CGI-D,KDM6A,compound,gene,2
450,CGI-D,SLC7A8,compound,gene,2
450,CGI-D,NEO1,compound,gene,2
450,CGI-D,NOD2,compound,gene,2
450,CGI-D,PDE8A,compound,gene,2
450,CGI-D,CTSV,compound,gene,2
450,CGI-D,LRP12,compound,gene,2
450,CGI-D,ENOSF1,compound,gene,2
450,CGI-D,SHROOM2,compound,gene,2
460,CGI-U,PAK1,compound,gene,1
460,CGI-U,PLS1,compound,gene,1
460,CGI-U,LONP2,compound,gene,1
460,CGI-U,COL11A1,compound,gene,1
460,CGI-U,DCLRE1B,compound,gene,1
460,CGI-U,DSG2,compound,gene,1
460,CGI-U,PPARG,compound,gene,1
460,CGI-U,LY75,compound,gene,1
460,CGI-U,DEPDC5,compound,gene,1
460,CGI-U,SLC35A3,compound,gene,1
460,CGI-U,ZNF7,compound,gene,1
460,CGI-U,CCNF,compound,gene,1
460,CGI-U,ABCC8,compound,gene,1
460,CGI-U,MAN2B1,compound,gene,1
460,CGI-U,PRRC2C,compound,gene,1
460,CGI-U,KLF3-AS1,compound,gene,1
460,CGI-U,RAB20,compound,gene,1
460,CGI-U,MZF1,compound,gene,1
460,CGI-U,KIAA0753,compound,gene,1
460,CGI-D,AURKB,compound,gene,2
460,CGI-D,CNDP2,compound,gene,2
460,CGI-D,CANT1,compound,gene,2
460,CGI-D,ITGB7,compound,gene,2
460,CGI-D,SYNPO,compound,gene,2
460,CGI-D,STAM,compound,gene,2
460,CGI-D,DLST,compound,gene,2
460,CGI-D,MZB1,compound,gene,2
460,CGI-D,STK38,compound,gene,2
460,CGI-D,SNX5,compound,gene,2
462,CGI-U,KRT19,compound,gene,1
462,CGI-U,RPS3,compound,gene,1
462,CGI-U,GATA3,compound,gene,1
462,CGI-U,NFKBIB,compound,gene,1
462,CGI-U,TRMT112,compound,gene,1
462,CGI-U,CDKN1A,compound,gene,1
462,CGI-U,CEBPZ,compound,gene,1
462,CGI-U,QSOX1,compound,gene,1
462,CGI-U,PPP4C,compound,gene,1
462,CGI-U,NAP1L1,compound,gene,1
462,CGI-U,FEV,compound,gene,1
462,CGI-U,CIAO3,compound,gene,1
462,CGI-U,INPP1,compound,gene,1
462,CGI-U,ZNF207,compound,gene,1
462,CGI-U,BRCA1,compound,gene,1
462,CGI-U,GABRE,compound,gene,1
462,CGI-U,JMJD6,compound,gene,1
462,CGI-D,ACTG2,compound,gene,2
462,CGI-D,NECAB2,compound,gene,2
462,CGI-D,PGRMC1,compound,gene,2
462,CGI-D,MIF,compound,gene,2
462,CGI-D,CDKN1B,compound,gene,2
462,CGI-D,SHANK2,compound,gene,2
462,CGI-D,YBX3,compound,gene,2
462,CGI-D,KIAA0319L,compound,gene,2
462,CGI-D,HFE,compound,gene,2
462,CGI-D,MTMR8,compound,gene,2
564,CGI-U,SPP1,compound,gene,1
564,CGI-U,SLC25A14,compound,gene,1
564,CGI-U,FURIN,compound,gene,1
564,CGI-U,PLSCR1,compound,gene,1
564,CGI-U,SLC37A4,compound,gene,1
564,CGI-U,BCLAF1,compound,gene,1
564,CGI-U,PAICS,compound,gene,1
564,CGI-U,GALNS,compound,gene,1
564,CGI-U,GATA3,compound,gene,1
564,CGI-U,CTNNB1,compound,gene,1
564,CGI-U,HMGA2,compound,gene,1
564,CGI-D,TCTA,compound,gene,2
564,CGI-D,PHLDA3,compound,gene,2
564,CGI-D,RARS2,compound,gene,2
564,CGI-D,UGDH,compound,gene,2
564,CGI-D,POLG2,compound,gene,2
564,CGI-D,TRAPPC3,compound,gene,2
564,CGI-D,SOWAHC,compound,gene,2
564,CGI-D,TRIM21,compound,gene,2
564,CGI-D,SNAI2,compound,gene,2
564,CGI-D,SLC2A11,compound,gene,2
564,CGI-D,NOX4,compound,gene,2
596,CGI-U,ATF3,compound,gene,1
596,CGI-U,CRIP1,compound,gene,1
596,CGI-U,PRKCH,compound,gene,1
596,CGI-U,DFFA,compound,gene,1
596,CGI-U,IL1B,compound,gene,1
596,CGI-U,IFT25,compound,gene,1
596,CGI-U,HERC6,compound,gene,1
596,CGI-U,APOL2,compound,gene,1
596,CGI-U,ZWINT,compound,gene,1
596,CGI-U,SHC1,compound,gene,1
596,CGI-U,MAFF,compound,gene,1
596,CGI-U,RRM2,compound,gene,1
596,CGI-D,PSRC1,compound,gene,2
596,CGI-D,CCNB1,compound,gene,2
596,CGI-D,SMC3,compound,gene,2
596,CGI-D,POLG,compound,gene,2
596,CGI-D,BIRC5,compound,gene,2
596,CGI-D,MAT2A,compound,gene,2
596,CGI-D,RUVBL1,compound,gene,2
596,CGI-D,CNOT8,compound,gene,2
598,CGI-U,PLA2G4A,compound,gene,1
598,CGI-U,CHEK1,compound,gene,1
598,CGI-U,GNAI1,compound,gene,1
598,CGI-U,C3orf36,compound,gene,1
598,CGI-U,APH1A,compound,gene,1
598,CGI-U,FRZB,compound,gene,1
598,CGI-U,ARSA,compound,gene,1
598,CGI-U,OR3A3,compound,gene,1
598,CGI-U,ARPC4,compound,gene,1
598,CGI-U,COPG1,compound,gene,1
598,CGI-U,ASH1L,compound,gene,1
598,CGI-U,PPP5C,compound,gene,1
598,CGI-U,C9,compound,gene,1
598,CGI-U,RPS3,compound,gene,1
598,CGI-D,TFPI2,compound,gene,2
598,CGI-D,NAPG,compound,gene,2
598,CGI-D,PDZK1,compound,gene,2
598,CGI-D,GREM1,compound,gene,2
598,CGI-D,FUCA1,compound,gene,2
598,CGI-D,MAP1LC3B,compound,gene,2
598,CGI-D,SLC27A2,compound,gene,2
598,CGI-D,POMGNT1,compound,gene,2
598,CGI-D,GNL2,compound,gene,2
598,CGI-D,MTHFD2,compound,gene,2
598,CGI-D,CDR2,compound,gene,2
598,CGI-D,ZNF239,compound,gene,2
774,CGI-U,MAP7,compound,gene,1
774,CGI-U,MPRIP,compound,gene,1
774,CGI-U,ADAM10,compound,gene,1
774,CGI-U,BMP4,compound,gene,1
774,CGI-U,NPAT,compound,gene,1
774,CGI-U,ANXA7,compound,gene,1
774,CGI-U,CXCL3,compound,gene,1
774,CGI-U,DDX42,compound,gene,1
774,CGI-U,SATB1,compound,gene,1
774,CGI-U,SCAMP2,compound,gene,1
774,CGI-U,FAM171A1,compound,gene,1
774,CGI-U,CH25H,compound,gene,1
774,CGI-U,MCUR1,compound,gene,1
774,CGI-U,RALGDS,compound,gene,1
774,CGI-D,PHLDA3,compound,gene,2
774,CGI-D,KIAA0319,compound,gene,2
774,CGI-D,TFPI2,compound,gene,2
774,CGI-D,SHH,compound,gene,2
774,CGI-D,TCEA2,compound,gene,2
774,CGI-D,WIZ,compound,gene,2
774,CGI-D,CNDP2,compound,gene,2
774,CGI-D,LAP3,compound,gene,2
774,CGI-D,SDC1,compound,gene,2
774,CGI-D,IPO13,compound,gene,2
774,CGI-D,NPDC1,compound,gene,2
774,CGI-D,NELFCD,compound,gene,2
774,CGI-D,BCAS4,compound,gene,2
790,CGI-U,RBKS,compound,gene,1
790,CGI-U,INCENP,compound,gene,1
790,CGI-U,CHRNA9,compound,gene,1
790,CGI-U,H2AZ2,compound,gene,1
790,CGI-U,PAK1,compound,gene,1
790,CGI-U,ZBTB6,compound,gene,1
790,CGI-U,SKA1,compound,gene,1
790,CGI-U,ST3GAL5,compound,gene,1
790,CGI-U,DYRK3,compound,gene,1
790,CGI-U,FANCA,compound,gene,1
790,CGI-U,TROAP,compound,gene,1
790,CGI-U,CENPE,compound,gene,1
790,CGI-U,RELB,compound,gene,1
790,CGI-U,RBM25,compound,gene,1
790,CGI-U,DNASE1,compound,gene,1
790,CGI-D,ZNF44,compound,gene,2
790,CGI-D,LY96,compound,gene,2
790,CGI-D,CD9,compound,gene,2
790,CGI-D,UQCRQ,compound,gene,2
790,CGI-D,LGALS1,compound,gene,2
790,CGI-D,SRPK2,compound,gene,2
790,CGI-D,CASP9,compound,gene,2
790,CGI-D,MAZ,compound,gene,2
790,CGI-D,TSPO,compound,gene,2
838,CGI-U,FKBP5,compound,gene,1
838,CGI-U,TMEM39A,compound,gene,1
838,CGI-U,MAL,compound,gene,1
838,CGI-U,DENND2D,compound,gene,1
838,CGI-U,GARNL3,compound,gene,1
838,CGI-U,SRPX2,compound,gene,1
838,CGI-U,TFCP2L1,compound,gene,1
838,CGI-U,MRPL58,compound,gene,1
838,CGI-U,MT1E,compound,gene,1
838,CGI-D,RPS4Y1,compound,gene,2
838,CGI-D,DLD,compound,gene,2
838,CGI-D,MAPK1IP1L,compound,gene,2
838,CGI-D,LGALS1,compound,gene,2
838,CGI-D,DUSP4,compound,gene,2
838,CGI-D,PBK,compound,gene,2
838,CGI-D,MACF1,compound,gene,2
838,CGI-D,TPI1,compound,gene,2
838,CGI-D,GPI,compound,gene,2
861,CGI-U,CDK6,compound,gene,1
861,CGI-U,GSTA3,compound,gene,1
861,CGI-U,SP4,compound,gene,1
861,CGI-U,ARHGAP24,compound,gene,1
861,CGI-U,CSNK1G1,compound,gene,1
861,CGI-U,FPGS,compound,gene,1
861,CGI-D,STAMBP,compound,gene,2
861,CGI-D,CHMP2A,compound,gene,2
861,CGI-D,PSMB4,compound,gene,2
861,CGI-D,RPS29,compound,gene,2
861,CGI-D,PPP2R3C,compound,gene,2
861,CGI-D,CST3,compound,gene,2
861,CGI-D,ATRAID,compound,gene,2
861,CGI-D,ACOT9,compound,gene,2
861,CGI-D,ZFAND1,compound,gene,2
861,CGI-D,RPL41,compound,gene,2
861,CGI-D,SLC11A2,compound,gene,2
864,CGI-U,XIST,compound,gene,1
864,CGI-U,ST6GALNAC2,compound,gene,1
864,CGI-U,ABCC5,compound,gene,1
864,CGI-U,WDR6,compound,gene,1
864,CGI-U,GALC,compound,gene,1
864,CGI-U,BEX3,compound,gene,1
864,CGI-U,SLC37A4,compound,gene,1
864,CGI-U,SOCS2,compound,gene,1
864,CGI-U,YWHAB,compound,gene,1
864,CGI-U,SHC1,compound,gene,1
864,CGI-U,GPATCH8,compound,gene,1
864,CGI-U,HDGFL3,compound,gene,1
864,CGI-D,FABP5,compound,gene,2
864,CGI-D,DHRS7,compound,gene,2
864,CGI-D,TARBP1,compound,gene,2
864,CGI-D,DLST,compound,gene,2
864,CGI-D,ALDH3B2,compound,gene,2
864,CGI-D,NFKBIA,compound,gene,2
864,CGI-D,RBM34,compound,gene,2
864,CGI-D,DLD,compound,gene,2
864,CGI-D,NOD2,compound,gene,2
864,CGI-D,AACS,compound,gene,2
864,CGI-D,OLAH,compound,gene,2
864,CGI-D,CTDSP2,compound,gene,2
864,CGI-D,JTB,compound,gene,2
892,CGI-U,NNT,compound,gene,1
892,CGI-U,SRC,compound,gene,1
892,CGI-U,CPSF4,compound,gene,1
892,CGI-U,DGCR2,compound,gene,1
892,CGI-U,LSR,compound,gene,1
892,CGI-U,ZNF862,compound,gene,1
892,CGI-U,LILRB1,compound,gene,1
892,CGI-D,CDKN1A,compound,gene,2
892,CGI-D,TOMM34,compound,gene,2
892,CGI-D,CIRBP,compound,gene,2
892,CGI-D,HACD3,compound,gene,2
892,CGI-D,ATG3,compound,gene,2
892,CGI-D,TXNDC9,compound,gene,2
892,CGI-D,UFM1,compound,gene,2
892,CGI-D,CNDP2,compound,gene,2
892,CGI-D,CALM3,compound,gene,2
892,CGI-D,EPCAM,compound,gene,2
892,CGI-D,AHCY,compound,gene,2
892,CGI-D,PLPBP,compound,gene,2
892,CGI-D,PSMA7,compound,gene,2
892,CGI-D,UBE2D3,compound,gene,2
896,CGI-U,CTNNA2,compound,gene,1
896,CGI-U,E2F2,compound,gene,1
896,CGI-U,IKBKE,compound,gene,1
896,CGI-U,AMDHD2,compound,gene,1
896,CGI-U,TLE4,compound,gene,1
896,CGI-U,PRPS2,compound,gene,1
896,CGI-U,BMP4,compound,gene,1
896,CGI-U,KLHL9,compound,gene,1
896,CGI-U,DIABLO,compound,gene,1
896,CGI-U,GPN1,compound,gene,1
896,CGI-U,ISLR,compound,gene,1
896,CGI-U,TSSK2,compound,gene,1
896,CGI-U,SPP1,compound,gene,1
896,CGI-U,GEMIN4,compound,gene,1
896,CGI-D,SWAP70,compound,gene,2
896,CGI-D,SYNPO,compound,gene,2
896,CGI-D,DHCR7,compound,gene,2
896,CGI-D,PDLIM1,compound,gene,2
896,CGI-D,MSMO1,compound,gene,2
896,CGI-D,SLC2A3,compound,gene,2
896,CGI-D,CPSF6,compound,gene,2
896,CGI-D,PARVA,compound,gene,2
932,CGI-U,CERK,compound,gene,1
932,CGI-U,TM4SF1,compound,gene,1
932,CGI-U,PRKCH,compound,gene,1
932,CGI-U,CARD10,compound,gene,1
932,CGI-U,ALG8,compound,gene,1
932,CGI-U,USP7,compound,gene,1
932,CGI-U,RNF126P1,compound,gene,1
932,CGI-U,DDI2,compound,gene,1
932,CGI-D,RPS4Y1,compound,gene,2
932,CGI-D,PLAUR,compound,gene,2
932,CGI-D,HMG20B,compound,gene,2
932,CGI-D,PCSK1N,compound,gene,2
932,CGI-D,PRMT2,compound,gene,2
932,CGI-D,F2RL1,compound,gene,2
932,CGI-D,CNDP2,compound,gene,2
932,CGI-D,FNBP4,compound,gene,2
932,CGI-D,EIF3H,compound,gene,2
932,CGI-D,MFSD11,compound,gene,2
932,CGI-D,GNAT3,compound,gene,2
932,CGI-D,CTDSP2,compound,gene,2
932,CGI-D,GLB1L,compound,gene,2
932,CGI-D,BNIP1,compound,gene,2
936,CGI-U,CHEK1,compound,gene,1
936,CGI-U,CEP57,compound,gene,1
936,CGI-U,CERK,compound,gene,1
936,CGI-U,PTGS2,compound,gene,1
936,CGI-U,BZW2,compound,gene,1
936,CGI-U,GALC,compound,gene,1
936,CGI-U,UMOD,compound,gene,1
936,CGI-U,MYB,compound,gene,1
936,CGI-U,GALNS,compound,gene,1
936,CGI-U,SSBP2,compound,gene,1
936,CGI-U,CCNH,compound,gene,1
936,CGI-D,SAR1A,compound,gene,2
936,CGI-D,NECAB2,compound,gene,2
936,CGI-D,CD44,compound,gene,2
936,CGI-D,SGK1,compound,gene,2
936,CGI-D,CRTC1,compound,gene,2
936,CGI-D,DBN1,compound,gene,2
936,CGI-D,ATP6V1D,compound,gene,2
936,CGI-D,SEMA4C,compound,gene,2
936,CGI-D,NNAT,compound,gene,2
936,CGI-D,USP22,compound,gene,2
936,CGI-D,GADD45B,compound,gene,2
936,CGI-D,ZNF44,compound,gene,2
938,CGI-U,MBNL1,compound,gene,1
938,CGI-U,CRYZ,compound,gene,1
938,CGI-U,TBPL1,compound,gene,1
938,CGI-U,ANKRD49,compound,gene,1
938,CGI-U,CSTF1,compound,gene,1
938,CGI-U,TMEM106B,compound,gene,1
938,CGI-D,DLST,compound,gene,2
938,CGI-D,HIP1R,compound,gene,2
938,CGI-D,GOLGB1,compound,gene,2
938,CGI-D,CDC42,compound,gene,2
938,CGI-D,STIM1,compound,gene,2
938,CGI-D,BNIP1,compound,gene,2
938,CGI-D,HERPUD1,compound,gene,2
938,CGI-D,FBXO42,compound,gene,2
938,CGI-D,DRAP1,compound,gene,2
938,CGI-D,NRP2,compound,gene,2
938,CGI-D,TAF5L,compound,gene,2
938,CGI-D,MYH9,compound,gene,2
938,CGI-D,CBX4,compound,gene,2
938,CGI-D,RSRC2,compound,gene,2
951,CGI-U,CCNF,compound,gene,1
951,CGI-U,ICMT,compound,gene,1
951,CGI-U,MLLT11,compound,gene,1
951,CGI-U,ID2,compound,gene,1
951,CGI-U,SCCPDH,compound,gene,1
951,CGI-U,TSC22D2,compound,gene,1
951,CGI-U,UBE2G2,compound,gene,1
951,CGI-U,PMEL,compound,gene,1
951,CGI-U,PIN1,compound,gene,1
