head,relation,tail,head_type,tail_type,label
5081913,CGI-U,GNAI1,compound,gene,1
5081913,CGI-U,OGA,compound,gene,1
5081913,CGI-D,CANT1,compound,gene,2
5081913,CGI-D,STUB1,compound,gene,2
5081913,CGI-D,NIPSNAP1,compound,gene,2
5081913,CGI-D,TUBA1B,compound,gene,2
5081913,CGI-D,BAG3,compound,gene,2
5081913,CGI-D,GTF2A2,compound,gene,2
5092098,CGI-U,TIAM1,compound,gene,1
5092098,CGI-U,MAMLD1,compound,gene,1
5092098,CGI-U,AMDHD2,compound,gene,1
5092098,CGI-U,KLHL7,compound,gene,1
5092098,CGI-U,KLHL12,compound,gene,1
5092098,CGI-U,RSF1,compound,gene,1
5092098,CGI-U,CSN1S1,compound,gene,1
5092098,CGI-U,SAMD9,compound,gene,1
5092098,CGI-U,ELK4,compound,gene,1
5092098,CGI-U,NDUFB2-AS1,compound,gene,1
5092098,CGI-U,FBXO11,compound,gene,1
5092098,CGI-U,FAM186A,compound,gene,1
5092098,CGI-U,LIN28A,compound,gene,1
5092098,CGI-D,DNAJB6,compound,gene,2
5092098,CGI-D,CIAPIN1,compound,gene,2
5092098,CGI-D,DDAH1,compound,gene,2
5092098,CGI-D,CSK,compound,gene,2
5092098,CGI-D,DLST,compound,gene,2
5092098,CGI-D,NFKBIA,compound,gene,2
5092098,CGI-D,CAST,compound,gene,2
5092098,CGI-D,RNF10,compound,gene,2
5092098,CGI-D,NT5DC2,compound,gene,2
5092098,CGI-D,TIMP1,compound,gene,2
5092098,CGI-D,TRAPPC3,compound,gene,2
5092098,CGI-D,GDF2,compound,gene,2
5092098,CGI-D,ATP5PD,compound,gene,2
5113032,CGI-U,DHRS2,compound,gene,1
5113032,CGI-U,TLR4,compound,gene,1
5113032,CGI-U,MSX2,compound,gene,1
5113032,CGI-U,MYLK,compound,gene,1
5113032,CGI-U,BZW2,compound,gene,1
5113032,CGI-U,KLHL29,compound,gene,1
5113032,CGI-U,CIAO3,compound,gene,1
5113032,CGI-U,LLPH,compound,gene,1
5113032,CGI-U,ZWINT,compound,gene,1
5113032,CGI-U,KCNJ14,compound,gene,1
5113032,CGI-U,PAK1IP1,compound,gene,1
5113032,CGI-U,LYN,compound,gene,1
5113032,CGI-U,LCP2,compound,gene,1
5113032,CGI-U,PDE3A,compound,gene,1
5113032,CGI-D,SLC11A2,compound,gene,2
5113032,CGI-D,CEBPB,compound,gene,2
5113032,CGI-D,TKT,compound,gene,2
5113032,CGI-D,TNFRSF10B,compound,gene,2
5113032,CGI-D,SLC1A1,compound,gene,2
5113032,CGI-D,SH2B2,compound,gene,2
5132514,CGI-U,NNT,compound,gene,1
5132514,CGI-U,TMED10,compound,gene,1
5132514,CGI-U,GATA2,compound,gene,1
5132514,CGI-U,HYOU1,compound,gene,1
5132514,CGI-U,SSBP2,compound,gene,1
5132514,CGI-U,RMND5A,compound,gene,1
5132514,CGI-U,PPL,compound,gene,1
5132514,CGI-U,MSX2,compound,gene,1
5132514,CGI-U,GSTK1,compound,gene,1
5132514,CGI-U,SQOR,compound,gene,1
5132514,CGI-U,TMCO3,compound,gene,1
5132514,CGI-U,BCL6,compound,gene,1
5132514,CGI-D,CDC20,compound,gene,2
5132514,CGI-D,FOSL1,compound,gene,2
5132514,CGI-D,TXLNA,compound,gene,2
5132514,CGI-D,PPP2R3C,compound,gene,2
5132514,CGI-D,SAR1A,compound,gene,2
5132514,CGI-D,PPIE,compound,gene,2
5132514,CGI-D,TACC3,compound,gene,2
5132514,CGI-D,AURKA,compound,gene,2
5132514,CGI-D,SERBP1,compound,gene,2
5132514,CGI-D,COASY,compound,gene,2
5132514,CGI-D,AP5S1,compound,gene,2
5132514,CGI-D,LBR,compound,gene,2
5132514,CGI-D,ZGPAT,compound,gene,2
5132514,CGI-D,UROD,compound,gene,2
5145950,CGI-U,TBC1D17,compound,gene,1
5145950,CGI-U,COL11A1,compound,gene,1
5145950,CGI-U,A4GALT,compound,gene,1
5145950,CGI-D,PPP2R3C,compound,gene,2
5145950,CGI-D,NUP37,compound,gene,2
5145950,CGI-D,CDC20,compound,gene,2
5145950,CGI-D,NPDC1,compound,gene,2
5145950,CGI-D,RAN,compound,gene,2
5149140,CGI-U,ZNF587,compound,gene,1
5149140,CGI-U,DCAF8,compound,gene,1
5149140,CGI-U,TGOLN2,compound,gene,1
5149140,CGI-U,SLC1A5,compound,gene,1
5149140,CGI-U,VSTM4,compound,gene,1
5149140,CGI-U,ZNF134,compound,gene,1
5149140,CGI-U,ABHD2,compound,gene,1
5149140,CGI-U,AFF1,compound,gene,1
5149140,CGI-D,CSF1,compound,gene,2
5149140,CGI-D,PEG10,compound,gene,2
5149140,CGI-D,MRPL15,compound,gene,2
5149140,CGI-D,NDUFB1,compound,gene,2
5149140,CGI-D,CREM,compound,gene,2
5149140,CGI-D,DEPP1,compound,gene,2
5149140,CGI-D,SNRPD2,compound,gene,2
5149140,CGI-D,GLMN,compound,gene,2
5154691,CGI-U,MCOLN1,compound,gene,1
5154691,CGI-U,CYB561,compound,gene,1
5154691,CGI-U,FLOT1,compound,gene,1
5154691,CGI-U,COPB2,compound,gene,1
5154691,CGI-U,MICALL1,compound,gene,1
5154691,CGI-U,FASTK,compound,gene,1
5154691,CGI-U,PMF1,compound,gene,1
5154691,CGI-U,SCARB1,compound,gene,1
5154691,CGI-U,LPCAT1,compound,gene,1
5154691,CGI-U,USP25,compound,gene,1
5154691,CGI-U,IL21R,compound,gene,1
5154691,CGI-U,GZMH,compound,gene,1
5154691,CGI-U,EHBP1,compound,gene,1
5154691,CGI-U,TCF25,compound,gene,1
5154691,CGI-D,ACAT2,compound,gene,2
5154691,CGI-D,TM9SF3,compound,gene,2
5154691,CGI-D,CHMP4A,compound,gene,2
5154691,CGI-D,TCP1,compound,gene,2
5154691,CGI-D,FKBP5,compound,gene,2
5170952,CGI-U,COL10A1,compound,gene,1
5170952,CGI-U,VPS45,compound,gene,1
5170952,CGI-U,DDX21,compound,gene,1
5170952,CGI-U,PIGN,compound,gene,1
5170952,CGI-U,MAPKAPK3,compound,gene,1
5170952,CGI-U,BHLHE41,compound,gene,1
5170952,CGI-U,ZNF365,compound,gene,1
5170952,CGI-U,DNAAF11,compound,gene,1
5170952,CGI-U,ACACA,compound,gene,1
5170952,CGI-U,MMP11,compound,gene,1
5170952,CGI-U,OAS2,compound,gene,1
5170952,CGI-U,CYP46A1,compound,gene,1
5170952,CGI-U,BMPR2,compound,gene,1
5170952,CGI-U,CKS1B,compound,gene,1
5170952,CGI-U,LEPROTL1,compound,gene,1
5170952,CGI-U,PSMB8,compound,gene,1
5170952,CGI-U,RREB1,compound,gene,1
5170952,CGI-D,SAP30BP,compound,gene,2
5170952,CGI-D,EIF3L,compound,gene,2
5170952,CGI-D,BLVRB,compound,gene,2
5170952,CGI-D,TTC3,compound,gene,2
5170952,CGI-D,SH3GL1,compound,gene,2
5170952,CGI-D,TMEM259,compound,gene,2
5170952,CGI-D,LILRA2,compound,gene,2
5170952,CGI-D,PPP2R5A,compound,gene,2
5170952,CGI-D,RND1,compound,gene,2
5170952,CGI-D,CCN5,compound,gene,2
5191289,CGI-U,RAP1GAP,compound,gene,1
5191289,CGI-U,ZMIZ1,compound,gene,1
5191289,CGI-U,DHRS2,compound,gene,1
5191289,CGI-U,NRF1,compound,gene,1
5191289,CGI-U,NHLRC2,compound,gene,1
5191289,CGI-D,YBX3,compound,gene,2
5191289,CGI-D,NECAB2,compound,gene,2
5191289,CGI-D,TLCD3A,compound,gene,2
5191289,CGI-D,PTX3,compound,gene,2
5191289,CGI-D,E2F6,compound,gene,2
5191289,CGI-D,COTL1,compound,gene,2
5191289,CGI-D,RPS28,compound,gene,2
5191289,CGI-D,FKBP2,compound,gene,2
5197049,CGI-U,XIST,compound,gene,1
5197049,CGI-U,MYB,compound,gene,1
5197049,CGI-U,NCOA2,compound,gene,1
5197049,CGI-U,CTSF,compound,gene,1
5197049,CGI-U,CROCCP2,compound,gene,1
5197049,CGI-D,RFC2,compound,gene,2
5197049,CGI-D,CDC25A,compound,gene,2
5197049,CGI-D,SUB1,compound,gene,2
5197049,CGI-D,HDAC2,compound,gene,2
5197049,CGI-D,UBE3C,compound,gene,2
5197049,CGI-D,PCNA,compound,gene,2
5197049,CGI-D,BAZ1A,compound,gene,2
5197049,CGI-D,APOO,compound,gene,2
5197049,CGI-D,SERPINB2,compound,gene,2
5197049,CGI-D,FEN1,compound,gene,2
5197049,CGI-D,TNC,compound,gene,2
5197049,CGI-D,NOLC1,compound,gene,2
5197049,CGI-D,VBP1,compound,gene,2
5197049,CGI-D,UQCRFS1,compound,gene,2
5197049,CGI-D,CRY1,compound,gene,2
5202074,CGI-U,HLA-DMA,compound,gene,1
5202074,CGI-U,TFF3,compound,gene,1
5202074,CGI-U,TSPAN6,compound,gene,1
5202074,CGI-U,DARS1,compound,gene,1
5202074,CGI-U,PLSCR1,compound,gene,1
5202074,CGI-U,PRKAB1,compound,gene,1
5202074,CGI-U,DMTF1,compound,gene,1
5202074,CGI-U,RBKS,compound,gene,1
5202074,CGI-U,SAP30,compound,gene,1
5202074,CGI-U,COX11,compound,gene,1
5202074,CGI-U,BLCAP,compound,gene,1
5202074,CGI-U,SPOCK1,compound,gene,1
5202074,CGI-U,CITED2,compound,gene,1
5202074,CGI-U,TMEM168,compound,gene,1
5202074,CGI-U,PDLIM4,compound,gene,1
5202074,CGI-D,ANXA1,compound,gene,2
5202074,CGI-D,PCSK2,compound,gene,2
5202074,CGI-D,HTR5A,compound,gene,2
5202074,CGI-D,CNPY4,compound,gene,2
5202074,CGI-D,PTPRN,compound,gene,2
5218788,CGI-U,PRKCQ,compound,gene,1
5218788,CGI-U,INPP4B,compound,gene,1
5218788,CGI-U,SH3BGR,compound,gene,1
5218788,CGI-U,LINC01278,compound,gene,1
5218788,CGI-U,PRKG2,compound,gene,1
5218788,CGI-U,STAP2,compound,gene,1
5218788,CGI-U,RPS5,compound,gene,1
5218788,CGI-U,SEC24D,compound,gene,1
5218788,CGI-U,ARHGAP4,compound,gene,1
5218788,CGI-U,PPP1R3A,compound,gene,1
5218788,CGI-U,HYOU1,compound,gene,1
5218788,CGI-U,HLCS,compound,gene,1
5218788,CGI-U,MYLK3,compound,gene,1
5218788,CGI-U,B3GALNT1,compound,gene,1
5218788,CGI-U,BICRAL,compound,gene,1
5218788,CGI-D,FBXO21,compound,gene,2
5218788,CGI-D,DNAJA3,compound,gene,2
5218788,CGI-D,S100A6,compound,gene,2
5218788,CGI-D,TCERG1,compound,gene,2
5218788,CGI-D,CTR9,compound,gene,2
5218788,CGI-D,KHDC4,compound,gene,2
5218788,CGI-D,TBP,compound,gene,2
5218788,CGI-D,HOXA5,compound,gene,2
5218788,CGI-D,CCDC86,compound,gene,2
5218788,CGI-D,PNMA1,compound,gene,2
5218788,CGI-D,SPAG5,compound,gene,2
5218788,CGI-D,DLX2,compound,gene,2
5218788,CGI-D,IRS2,compound,gene,2
5218788,CGI-D,KHDRBS1,compound,gene,2
5218788,CGI-D,SLC11A2,compound,gene,2
5218788,CGI-D,ETV5,compound,gene,2
5225086,CGI-U,JUNB,compound,gene,1
5225086,CGI-U,IKBKE,compound,gene,1
5225086,CGI-U,RIPK2,compound,gene,1
5225086,CGI-U,EGR3,compound,gene,1
5225086,CGI-U,DUSP4,compound,gene,1
5225086,CGI-U,ADAM8,compound,gene,1
5225086,CGI-U,HMGA2,compound,gene,1
5225086,CGI-U,LCN2,compound,gene,1
5225086,CGI-U,FOS,compound,gene,1
5225086,CGI-U,CD83,compound,gene,1
5225086,CGI-U,ITGA2,compound,gene,1
5225086,CGI-D,ITGAE,compound,gene,2
5225086,CGI-D,CDC20,compound,gene,2
5225086,CGI-D,DDB2,compound,gene,2
5225086,CGI-D,UNG,compound,gene,2
5225086,CGI-D,PSMB8,compound,gene,2
5225086,CGI-D,STUB1,compound,gene,2
5225086,CGI-D,KBTBD4,compound,gene,2
5225086,CGI-D,GINS1,compound,gene,2
5225086,CGI-D,CAT,compound,gene,2
5225086,CGI-D,BABAM1,compound,gene,2
5225086,CGI-D,HMGCS1,compound,gene,2
5225086,CGI-D,FANCI,compound,gene,2
5225086,CGI-D,OIP5,compound,gene,2
5234410,CGI-U,FDPS,compound,gene,1
5234410,CGI-U,FADS2,compound,gene,1
5234410,CGI-U,TPPP3,compound,gene,1
5234410,CGI-U,ANXA11,compound,gene,1
5234410,CGI-U,BCL10,compound,gene,1
5234410,CGI-U,ARL4A,compound,gene,1
5234410,CGI-U,CD209,compound,gene,1
5234410,CGI-U,CUX1,compound,gene,1
5234410,CGI-U,LRP12,compound,gene,1
5234410,CGI-U,MFAP5,compound,gene,1
5234410,CGI-D,SLAMF7,compound,gene,2
5234410,CGI-D,METTL4,compound,gene,2
5234410,CGI-D,ZFHX3,compound,gene,2
5234410,CGI-D,CIT,compound,gene,2
5234410,CGI-D,CALCA,compound,gene,2
5234410,CGI-D,GYS2,compound,gene,2
5234410,CGI-D,GPLD1,compound,gene,2
5234410,CGI-D,APOL3,compound,gene,2
5234410,CGI-D,CYC1,compound,gene,2
5234410,CGI-D,CYP7A1,compound,gene,2
5234410,CGI-D,PLD3,compound,gene,2
5234410,CGI-D,CYB5R2,compound,gene,2
5236771,CGI-U,FAM13B,compound,gene,1
5236771,CGI-U,CSTA,compound,gene,1
5236771,CGI-U,DGKZ,compound,gene,1
5236771,CGI-U,LGALS9,compound,gene,1
5236771,CGI-U,ANKRD55,compound,gene,1
5236771,CGI-U,TCIM,compound,gene,1
5236771,CGI-U,GSTM5,compound,gene,1
5236771,CGI-U,RASL11B,compound,gene,1
5236771,CGI-U,UBASH3A,compound,gene,1
5236771,CGI-U,LTF,compound,gene,1
5236771,CGI-U,FEV,compound,gene,1
5236771,CGI-U,MICALL2,compound,gene,1
5236771,CGI-U,H2AC14,compound,gene,1
5236771,CGI-U,BTBD18,compound,gene,1
5236771,CGI-D,GNAS,compound,gene,2
5236771,CGI-D,RNH1,compound,gene,2
5236771,CGI-D,ACD,compound,gene,2
5236771,CGI-D,TINF2,compound,gene,2
5236771,CGI-D,APEX1,compound,gene,2
5236771,CGI-D,TPM4,compound,gene,2
5236771,CGI-D,PRMT5,compound,gene,2
5236771,CGI-D,HELZ,compound,gene,2
5236771,CGI-D,NHERF1,compound,gene,2
5236771,CGI-D,RBM47,compound,gene,2
5236771,CGI-D,SNX16,compound,gene,2
5236771,CGI-D,SPTLC1,compound,gene,2
5236771,CGI-D,CXCR6,compound,gene,2
5236771,CGI-D,DLD,compound,gene,2
5236771,CGI-D,IL12RB1,compound,gene,2
5240098,CGI-U,DENND4C,compound,gene,1
5240098,CGI-U,NEIL3,compound,gene,1
5240098,CGI-U,FCGRT,compound,gene,1
5240098,CGI-U,MSRA,compound,gene,1
5240098,CGI-U,CAMK1D,compound,gene,1
5240098,CGI-U,ETV1,compound,gene,1
5240098,CGI-U,KCNJ4,compound,gene,1
5240098,CGI-U,CALML3,compound,gene,1
5240098,CGI-U,MRPL9,compound,gene,1
5240098,CGI-U,AKT1,compound,gene,1
5240098,CGI-U,STARD3,compound,gene,1
5240098,CGI-D,BBOF1,compound,gene,2
5240098,CGI-D,ANAPC15,compound,gene,2
5240098,CGI-D,SHQ1,compound,gene,2
5240098,CGI-D,DNAJC3,compound,gene,2
5240098,CGI-D,G3BP2,compound,gene,2
5240098,CGI-D,EBAG9,compound,gene,2
5240098,CGI-D,SELP,compound,gene,2
5240098,CGI-D,RPS28,compound,gene,2
5240098,CGI-D,KCNS3,compound,gene,2
5244802,CGI-U,ADGRA3,compound,gene,1
5244802,CGI-U,FAM168B,compound,gene,1
5244802,CGI-U,HP,compound,gene,1
5244802,CGI-U,TARDBP,compound,gene,1
5244802,CGI-U,IP6K2,compound,gene,1
5244802,CGI-U,AMZ2,compound,gene,1
5244802,CGI-U,RFNG,compound,gene,1
5244802,CGI-U,YTHDF2,compound,gene,1
5244802,CGI-U,FEZ2,compound,gene,1
5244802,CGI-U,TMA7,compound,gene,1
5244802,CGI-U,MMP19,compound,gene,1
5244802,CGI-D,TRAPPC6A,compound,gene,2
5244802,CGI-D,STIM1,compound,gene,2
5244802,CGI-D,ABCC2,compound,gene,2
5244802,CGI-D,TRAP1,compound,gene,2
5244802,CGI-D,MAT2A,compound,gene,2
5244802,CGI-D,KRT15,compound,gene,2
5244802,CGI-D,STARD3,compound,gene,2
5244802,CGI-D,ALDH1A2,compound,gene,2
5244802,CGI-D,INO80B,compound,gene,2
5271544,CGI-U,AGBL5,compound,gene,1
5271544,CGI-U,TNFRSF12A,compound,gene,1
5271544,CGI-U,MCM6,compound,gene,1
5271544,CGI-U,CCL18,compound,gene,1
5271544,CGI-U,IKZF1,compound,gene,1
5271544,CGI-U,CDK19,compound,gene,1
5271544,CGI-U,RAC3,compound,gene,1
5271544,CGI-U,RPH3A,compound,gene,1
5271544,CGI-U,ASF1B,compound,gene,1
5271544,CGI-U,PUF60,compound,gene,1
5271544,CGI-U,FHL2,compound,gene,1
5271544,CGI-D,ATP1B3,compound,gene,2
5271544,CGI-D,HAT1,compound,gene,2
5271544,CGI-D,SGCE,compound,gene,2
5271544,CGI-D,CDC25B,compound,gene,2
5271544,CGI-D,SETX,compound,gene,2
5271544,CGI-D,ATP6V1G1,compound,gene,2
5271544,CGI-D,UBQLN2,compound,gene,2
5271544,CGI-D,GAD1,compound,gene,2
5271544,CGI-D,PRPS2,compound,gene,2
5271544,CGI-D,TBX3,compound,gene,2
5271544,CGI-D,RBM15,compound,gene,2
5271544,CGI-D,EIF3D,compound,gene,2
5271544,CGI-D,TBC1D8B,compound,gene,2
5273569,CGI-U,RRS1,compound,gene,1
5273569,CGI-U,PTGES,compound,gene,1
5273569,CGI-U,SEC24C,compound,gene,1
5273569,CGI-U,TSPAN6,compound,gene,1
5273569,CGI-U,MYLK,compound,gene,1
5273569,CGI-U,LGSN,compound,gene,1
5273569,CGI-U,GRWD1,compound,gene,1
5273569,CGI-U,DDX24,compound,gene,1
5273569,CGI-U,AGR2,compound,gene,1
5273569,CGI-U,ABCC9,compound,gene,1
5273569,CGI-U,GALC,compound,gene,1
5273569,CGI-U,CDH16,compound,gene,1
5273569,CGI-U,SH3BP5,compound,gene,1
5273569,CGI-U,GULP1,compound,gene,1
5273569,CGI-U,CHD4,compound,gene,1
5273569,CGI-D,C3,compound,gene,2
5273569,CGI-D,RPS4Y1,compound,gene,2
5273569,CGI-D,PSMB8,compound,gene,2
5273569,CGI-D,JTB,compound,gene,2
5273569,CGI-D,E2F6,compound,gene,2
5273569,CGI-D,NR0B1,compound,gene,2
5273569,CGI-D,APOH,compound,gene,2
5275766,CGI-U,AKT1,compound,gene,1
5275766,CGI-U,GATA2,compound,gene,1
5275766,CGI-U,AK1,compound,gene,1
5275766,CGI-U,ABHD2,compound,gene,1
5275766,CGI-U,PSMD2,compound,gene,1
5275766,CGI-U,SENP6,compound,gene,1
5275766,CGI-U,LGALS8,compound,gene,1
5275766,CGI-U,COL4A1,compound,gene,1
5275766,CGI-U,PLSCR3,compound,gene,1
5275766,CGI-U,FANCC,compound,gene,1
5275766,CGI-D,FNTA,compound,gene,2
5275766,CGI-D,P4HA1,compound,gene,2
5275766,CGI-D,TARBP1,compound,gene,2
5275766,CGI-D,NDC80,compound,gene,2
5275766,CGI-D,MRPL13,compound,gene,2
5275766,CGI-D,PEG10,compound,gene,2
5275766,CGI-D,NDE1,compound,gene,2
5275766,CGI-D,ACSF2,compound,gene,2
5275766,CGI-D,DLST,compound,gene,2
5275766,CGI-D,C7,compound,gene,2
5275766,CGI-D,FAM200C,compound,gene,2
5275766,CGI-D,H2AC6,compound,gene,2
5275766,CGI-D,COX7A2L,compound,gene,2
5277135,CGI-U,SDK2,compound,gene,1
5277135,CGI-U,WIF1,compound,gene,1
5277135,CGI-U,LILRB1,compound,gene,1
5277135,CGI-U,CARD10,compound,gene,1
5277135,CGI-U,PSPN,compound,gene,1
5277135,CGI-U,LPCAT4,compound,gene,1
5277135,CGI-D,WASHC4,compound,gene,2
5277135,CGI-D,INSL4,compound,gene,2
5277135,CGI-D,HIP1R,compound,gene,2
5277135,CGI-D,ALDH7A1,compound,gene,2
5277135,CGI-D,ADGRE5,compound,gene,2
5277135,CGI-D,CTSA,compound,gene,2
5277135,CGI-D,COIL,compound,gene,2
5277135,CGI-D,AACS,compound,gene,2
5280335,CGI-U,HMOX1,compound,gene,1
5280335,CGI-U,ZFP36,compound,gene,1
5280335,CGI-U,TESK2,compound,gene,1
5280335,CGI-U,PRKCH,compound,gene,1
5280335,CGI-U,HSPA6,compound,gene,1
5280335,CGI-U,SIPA1L1,compound,gene,1
5280335,CGI-U,ULBP2,compound,gene,1
5280335,CGI-D,ACTG2,compound,gene,2
5280335,CGI-D,MYCBP,compound,gene,2
5280335,CGI-D,PFN1,compound,gene,2
5280335,CGI-D,OXA1L,compound,gene,2
5280335,CGI-D,AMIGO2,compound,gene,2
5280335,CGI-D,ANAPC13,compound,gene,2
5280343,CGI-U,MAT2A,compound,gene,1
5280343,CGI-U,KRT16,compound,gene,1
5280343,CGI-U,SIRT3,compound,gene,1
5280343,CGI-U,ZC3H4,compound,gene,1
5280343,CGI-U,DNM2,compound,gene,1
5280343,CGI-U,NCOR1,compound,gene,1
5280343,CGI-U,HEATR1,compound,gene,1
5280343,CGI-U,NUP205,compound,gene,1
5280343,CGI-U,MAST2,compound,gene,1
5280343,CGI-U,KANK1,compound,gene,1
5280343,CGI-U,SRPRA,compound,gene,1
5280343,CGI-D,INSIG1,compound,gene,2
5280343,CGI-D,FDFT1,compound,gene,2
5280343,CGI-D,ERP44,compound,gene,2
5280343,CGI-D,DLD,compound,gene,2
5280343,CGI-D,AP3S1,compound,gene,2
5280343,CGI-D,HILPDA,compound,gene,2
5280343,CGI-D,C1QTNF3,compound,gene,2
5280343,CGI-D,GRAMD1C,compound,gene,2
5280343,CGI-D,GNG10,compound,gene,2
5280343,CGI-D,ATP5PB,compound,gene,2
5280343,CGI-D,LIAS,compound,gene,2
5280343,CGI-D,PFDN4,compound,gene,2
5280343,CGI-D,DDHD2,compound,gene,2
5280343,CGI-D,CREM,compound,gene,2
5280343,CGI-D,NPTX2,compound,gene,2
5280343,CGI-D,DAP3,compound,gene,2
5280360,CGI-U,PPP2R1B,compound,gene,1
5280360,CGI-U,TMX2,compound,gene,1
5280360,CGI-U,SSR4,compound,gene,1
5280360,CGI-U,FDX1,compound,gene,1
5280360,CGI-U,TDG,compound,gene,1
5280360,CGI-U,PTPN1,compound,gene,1
5280360,CGI-U,SRPRA,compound,gene,1
5280360,CGI-U,ELOC,compound,gene,1
5280360,CGI-D,YARS1,compound,gene,2
5280360,CGI-D,DUSP6,compound,gene,2
5280360,CGI-D,SLF2,compound,gene,2
5280360,CGI-D,HMG20A,compound,gene,2
5280360,CGI-D,VCL,compound,gene,2
5280360,CGI-D,CHST3,compound,gene,2
5280360,CGI-D,SLC3A1,compound,gene,2
5280360,CGI-D,KRCC1,compound,gene,2
5280363,CGI-U,PLCB3,compound,gene,1
5280363,CGI-U,PTGS2,compound,gene,1
5280363,CGI-U,MOK,compound,gene,1
5280363,CGI-U,ILRUN,compound,gene,1
5280363,CGI-U,DFFA,compound,gene,1
5280363,CGI-U,AMDHD2,compound,gene,1
5280363,CGI-U,HOXC6,compound,gene,1
5280363,CGI-U,RELB,compound,gene,1
5280363,CGI-U,DHRS2,compound,gene,1
5280363,CGI-D,CAST,compound,gene,2
5280363,CGI-D,FABP5,compound,gene,2
5280363,CGI-D,LRPPRC,compound,gene,2
5280363,CGI-D,ISOC1,compound,gene,2
5280363,CGI-D,C1orf174,compound,gene,2
5280378,CGI-U,PDLIM1,compound,gene,1
5280378,CGI-U,MPRIP,compound,gene,1
5280378,CGI-U,YIPF5,compound,gene,1
5280378,CGI-U,OGDHL,compound,gene,1
5280378,CGI-U,GSTM2,compound,gene,1
5280378,CGI-U,BAG1,compound,gene,1
5280378,CGI-U,CRLF1,compound,gene,1
5280378,CGI-U,DENND2D,compound,gene,1
5280378,CGI-U,TXN,compound,gene,1
5280378,CGI-U,RPL5,compound,gene,1
5280378,CGI-U,PALS2,compound,gene,1
5280378,CGI-U,COA1,compound,gene,1
5280378,CGI-D,FKBP4,compound,gene,2
5280378,CGI-D,TESMIN,compound,gene,2
5280378,CGI-D,AGPAT5,compound,gene,2
5280378,CGI-D,DUSP4,compound,gene,2
5280378,CGI-D,PRR15L,compound,gene,2
5280378,CGI-D,GLS2,compound,gene,2
5280378,CGI-D,FRY,compound,gene,2
5280378,CGI-D,ARHGAP44,compound,gene,2
5280378,CGI-D,ZNF274,compound,gene,2
5280436,CGI-U,BAG3,compound,gene,1
5280436,CGI-U,GADD45A,compound,gene,1
5280436,CGI-U,PMAIP1,compound,gene,1
5280436,CGI-U,JUN,compound,gene,1
5280436,CGI-U,ZNF189,compound,gene,1
5280436,CGI-U,ATF3,compound,gene,1
5280436,CGI-U,CSNK1A1,compound,gene,1
5280436,CGI-U,AVPI1,compound,gene,1
5280436,CGI-U,TSPYL2,compound,gene,1
5280436,CGI-U,ARHGAP12,compound,gene,1
5280436,CGI-U,NR4A2,compound,gene,1
5280436,CGI-U,C2orf42,compound,gene,1
5280436,CGI-U,FKBP14,compound,gene,1
5280436,CGI-U,SIAH1,compound,gene,1
5280436,CGI-U,POPDC3,compound,gene,1
5280436,CGI-U,ZNF281,compound,gene,1
5280436,CGI-D,HMG20B,compound,gene,2
5280436,CGI-D,STK25,compound,gene,2
5280436,CGI-D,CD320,compound,gene,2
5280436,CGI-D,SDC1,compound,gene,2
5280436,CGI-D,SPAG5,compound,gene,2
5280450,CGI-U,STK10,compound,gene,1
5280450,CGI-U,XIST,compound,gene,1
5280450,CGI-U,MBOAT7,compound,gene,1
5280450,CGI-U,CTNNA2,compound,gene,1
5280450,CGI-U,CSTF1,compound,gene,1
5280450,CGI-U,PPCS,compound,gene,1
5280450,CGI-U,NOLC1,compound,gene,1
5280450,CGI-U,FAH,compound,gene,1
5280450,CGI-U,BCAS1,compound,gene,1
5280450,CGI-U,GPALPP1,compound,gene,1
5280450,CGI-U,NDUFS4,compound,gene,1
5280450,CGI-D,STARD3,compound,gene,2
5280450,CGI-D,DNAJB6,compound,gene,2
5280450,CGI-D,SENP5,compound,gene,2
5280450,CGI-D,FGD6,compound,gene,2
5280450,CGI-D,KCTD17,compound,gene,2
5280450,CGI-D,PPP2R3A,compound,gene,2
5280450,CGI-D,ACVR1B,compound,gene,2
5280450,CGI-D,CERK,compound,gene,2
5280450,CGI-D,AGAP1,compound,gene,2
5280450,CGI-D,XKR8,compound,gene,2
5280450,CGI-D,MAP4K4,compound,gene,2
5280453,CGI-U,FBXO11,compound,gene,1
5280453,CGI-U,PLAC8,compound,gene,1
5280453,CGI-U,SLC27A2,compound,gene,1
5280453,CGI-U,SLC66A2,compound,gene,1
5280453,CGI-U,DKC1,compound,gene,1
5280453,CGI-U,CAND2,compound,gene,1
5280453,CGI-D,BANK1,compound,gene,2
5280453,CGI-D,UROD,compound,gene,2
5280453,CGI-D,CSRP1,compound,gene,2
5280453,CGI-D,HBP1,compound,gene,2
5280453,CGI-D,NMRK1,compound,gene,2
5280453,CGI-D,TTC19,compound,gene,2
5280453,CGI-D,SLC25A6,compound,gene,2
5280453,CGI-D,EFNA3,compound,gene,2
5280453,CGI-D,DNAL4,compound,gene,2
5280453,CGI-D,AMH,compound,gene,2
5280483,CGI-U,AGBL5,compound,gene,1
5280483,CGI-U,HOXA7,compound,gene,1
5280483,CGI-U,IGHMBP2,compound,gene,1
5280483,CGI-U,KLHL7,compound,gene,1
5280483,CGI-U,ETFB,compound,gene,1
5280483,CGI-U,MTF2,compound,gene,1
