head,relation,tail,head_type,tail_type,label
237,CGI-U,CES1,compound,gene,1
237,CGI-U,CDK19,compound,gene,1
237,CGI-U,GRM6,compound,gene,1
237,CGI-U,ADGRF5,compound,gene,1
237,CGI-U,RNF122,compound,gene,1
237,CGI-U,ELAVL3,compound,gene,1
237,CGI-D,RBM28,compound,gene,2
237,CGI-D,UMPS,compound,gene,2
237,CGI-D,MTA1,compound,gene,2
237,CGI-D,PACS2,compound,gene,2
237,CGI-D,ANXA1,compound,gene,2
237,CGI-D,MED22,compound,gene,2
237,CGI-D,SAR1A,compound,gene,2
237,CGI-D,DCLRE1C,compound,gene,2
243,CGI-U,RNPS1,compound,gene,1
243,CGI-U,POLE2,compound,gene,1
243,CGI-U,CCNG1,compound,gene,1
243,CGI-U,TMED10,compound,gene,1
243,CGI-U,DCTN3,compound,gene,1
243,CGI-U,CTNNB1,compound,gene,1
243,CGI-U,SSR1,compound,gene,1
243,CGI-U,HDAC1,compound,gene,1
243,CGI-U,PHF11,compound,gene,1
243,CGI-U,MAP3K4,compound,gene,1
243,CGI-U,PDIA6,compound,gene,1
243,CGI-U,RPL39L,compound,gene,1
243,CGI-U,KIF2C,compound,gene,1
243,CGI-D,SLC6A8,compound,gene,2
243,CGI-D,ACD,compound,gene,2
243,CGI-D,GREM1,compound,gene,2
243,CGI-D,S100A9,compound,gene,2
243,CGI-D,NES,compound,gene,2
243,CGI-D,TRMT9B,compound,gene,2
243,CGI-D,CASS4,compound,gene,2
243,CGI-D,ENC1,compound,gene,2
243,CGI-D,TENT4A,compound,gene,2
244,CGI-U,MELK,compound,gene,1
244,CGI-U,PEX11A,compound,gene,1
244,CGI-U,CYB561,compound,gene,1
244,CGI-U,KIF5C,compound,gene,1
244,CGI-U,DENND2D,compound,gene,1
244,CGI-U,CNPY3,compound,gene,1
244,CGI-U,KAT6B,compound,gene,1
244,CGI-U,CARMIL1,compound,gene,1
244,CGI-U,ASCC3,compound,gene,1
244,CGI-U,SCARB2,compound,gene,1
244,CGI-U,PEX3,compound,gene,1
244,CGI-U,GDPD5,compound,gene,1
244,CGI-U,SPATA6L,compound,gene,1
244,CGI-U,AURKAIP1,compound,gene,1
244,CGI-U,DAPK1,compound,gene,1
244,CGI-U,ARMC1,compound,gene,1
244,CGI-D,TIMM9,compound,gene,2
244,CGI-D,ACAA1,compound,gene,2
244,CGI-D,AACS,compound,gene,2
244,CGI-D,HSP90B1,compound,gene,2
264,CGI-U,DYRK3,compound,gene,1
264,CGI-U,AGR2,compound,gene,1
264,CGI-U,SCNN1A,compound,gene,1
264,CGI-U,NSD3,compound,gene,1
264,CGI-U,ILRUN,compound,gene,1
264,CGI-U,PCK2,compound,gene,1
264,CGI-U,PTBP3,compound,gene,1
264,CGI-D,DNAJA3,compound,gene,2
264,CGI-D,NOLC1,compound,gene,2
264,CGI-D,SALL1,compound,gene,2
264,CGI-D,ITGB1,compound,gene,2
264,CGI-D,PPP2R5E,compound,gene,2
264,CGI-D,ELANE,compound,gene,2
264,CGI-D,MIA3,compound,gene,2
264,CGI-D,COX6A1,compound,gene,2
264,CGI-D,IFNGR1,compound,gene,2
298,CGI-U,XPNPEP2,compound,gene,1
298,CGI-U,DEFA6,compound,gene,1
298,CGI-U,CEACAM4,compound,gene,1
298,CGI-U,ZNF33B,compound,gene,1
298,CGI-U,PHKG2,compound,gene,1
298,CGI-U,PTPRO,compound,gene,1
298,CGI-D,SLCO1B3,compound,gene,2
298,CGI-D,PCMT1,compound,gene,2
298,CGI-D,JTB,compound,gene,2
298,CGI-D,CCND3,compound,gene,2
298,CGI-D,HNRNPH1,compound,gene,2
298,CGI-D,EXOSC9,compound,gene,2
299,CGI-U,DDIT3,compound,gene,1
299,CGI-U,IKZF1,compound,gene,1
299,CGI-U,TRIB1,compound,gene,1
299,CGI-U,MAMLD1,compound,gene,1
299,CGI-U,C3orf36,compound,gene,1
299,CGI-U,GRM6,compound,gene,1
299,CGI-U,REXO5,compound,gene,1
299,CGI-U,ZNF34,compound,gene,1
299,CGI-U,VAV3,compound,gene,1
299,CGI-U,ST8SIA3,compound,gene,1
299,CGI-U,LIM2,compound,gene,1
299,CGI-U,NFKBIA,compound,gene,1
299,CGI-U,PITPNC1,compound,gene,1
299,CGI-U,ZBTB6,compound,gene,1
299,CGI-D,TMCO1,compound,gene,2
299,CGI-D,MSMO1,compound,gene,2
299,CGI-D,FABP5,compound,gene,2
299,CGI-D,CD320,compound,gene,2
299,CGI-D,ATP6V0B,compound,gene,2
299,CGI-D,CDC123,compound,gene,2
299,CGI-D,RER1,compound,gene,2
305,CGI-U,WDTC1,compound,gene,1
305,CGI-U,CREB1,compound,gene,1
305,CGI-U,SAC3D1,compound,gene,1
305,CGI-U,INHBE,compound,gene,1
305,CGI-U,GNAI2,compound,gene,1
305,CGI-U,SCCPDH,compound,gene,1
305,CGI-U,ANGPTL8,compound,gene,1
305,CGI-D,MICA,compound,gene,2
305,CGI-D,CDKN1B,compound,gene,2
305,CGI-D,GAPDHS,compound,gene,2
305,CGI-D,RAC1,compound,gene,2
305,CGI-D,MILR1,compound,gene,2
305,CGI-D,PRDM4,compound,gene,2
305,CGI-D,GZMM,compound,gene,2
305,CGI-D,CCDC30,compound,gene,2
305,CGI-D,PIERCE1,compound,gene,2
305,CGI-D,CXCR6,compound,gene,2
305,CGI-D,ALDH3A1,compound,gene,2
323,CGI-U,TLR4,compound,gene,1
323,CGI-U,RRP8,compound,gene,1
323,CGI-U,GATA3,compound,gene,1
323,CGI-U,BAIAP2,compound,gene,1
323,CGI-U,OSBPL11,compound,gene,1
323,CGI-U,P2RY10,compound,gene,1
323,CGI-U,DHDDS,compound,gene,1
323,CGI-U,PRKAG2,compound,gene,1
323,CGI-U,XYLT2,compound,gene,1
323,CGI-U,EFCAB14,compound,gene,1
323,CGI-U,SLC25A14,compound,gene,1
323,CGI-U,AGBL5,compound,gene,1
323,CGI-U,FPR2,compound,gene,1
323,CGI-D,CLTB,compound,gene,2
323,CGI-D,NDUFA9,compound,gene,2
323,CGI-D,MT1X,compound,gene,2
323,CGI-D,ETHE1,compound,gene,2
323,CGI-D,PRMT2,compound,gene,2
323,CGI-D,CLSTN1,compound,gene,2
323,CGI-D,DBN1,compound,gene,2
323,CGI-D,MT1G,compound,gene,2
323,CGI-D,ST6GALNAC4,compound,gene,2
323,CGI-D,FABP5,compound,gene,2
338,CGI-U,PTGS2,compound,gene,1
338,CGI-U,BLTP2,compound,gene,1
338,CGI-U,COL4A2,compound,gene,1
338,CGI-U,DDT,compound,gene,1
338,CGI-U,UBE2H,compound,gene,1
338,CGI-U,FMO1,compound,gene,1
338,CGI-U,SMAD3,compound,gene,1
338,CGI-D,TAX1BP3,compound,gene,2
338,CGI-D,ARMCX5,compound,gene,2
338,CGI-D,CLIC4,compound,gene,2
338,CGI-D,ELMO1,compound,gene,2
338,CGI-D,PCOLCE2,compound,gene,2
338,CGI-D,MNT,compound,gene,2
338,CGI-D,DNAJB14,compound,gene,2
338,CGI-D,SCN1B,compound,gene,2
338,CGI-D,IFI35,compound,gene,2
338,CGI-D,TCEAL4,compound,gene,2
370,CGI-U,SAC3D1,compound,gene,1
370,CGI-U,NECTIN2,compound,gene,1
370,CGI-U,ITPK1,compound,gene,1
370,CGI-U,POMZP3,compound,gene,1
370,CGI-U,POLR2E,compound,gene,1
370,CGI-U,MAP3K6,compound,gene,1
370,CGI-U,CIZ1,compound,gene,1
370,CGI-U,ASB6,compound,gene,1
370,CGI-U,ARPC4,compound,gene,1
370,CGI-U,POLR2I,compound,gene,1
370,CGI-U,PKN1,compound,gene,1
370,CGI-D,ATG2B,compound,gene,2
370,CGI-D,IL36RN,compound,gene,2
370,CGI-D,PCSK1,compound,gene,2
370,CGI-D,SARAF,compound,gene,2
370,CGI-D,VPS26C,compound,gene,2
370,CGI-D,EPOR,compound,gene,2
370,CGI-D,RLF,compound,gene,2
370,CGI-D,SPIB,compound,gene,2
370,CGI-D,CASP9,compound,gene,2
444,CGI-U,MBNL1,compound,gene,1
444,CGI-U,POLE2,compound,gene,1
444,CGI-U,CARD10,compound,gene,1
444,CGI-U,DHRS2,compound,gene,1
444,CGI-U,NDUFB2-AS1,compound,gene,1
444,CGI-U,TIAM1,compound,gene,1
444,CGI-U,CEP57,compound,gene,1
444,CGI-U,C11orf71,compound,gene,1
444,CGI-D,TPI1,compound,gene,2
444,CGI-D,LSM5,compound,gene,2
444,CGI-D,RBM34,compound,gene,2
444,CGI-D,LGALS1,compound,gene,2
444,CGI-D,TNIP1,compound,gene,2
444,CGI-D,SLC25A46,compound,gene,2
444,CGI-D,GREM1,compound,gene,2
444,CGI-D,PREB,compound,gene,2
444,CGI-D,C8orf44,compound,gene,2
444,CGI-D,MMP7,compound,gene,2
444,CGI-D,CAB39,compound,gene,2
444,CGI-D,SGK1,compound,gene,2
444,CGI-D,RAP1GDS1,compound,gene,2
450,CGI-U,YWHAB,compound,gene,1
450,CGI-U,GRB10,compound,gene,1
450,CGI-U,SRRM2,compound,gene,1
450,CGI-U,ERLIN1,compound,gene,1
450,CGI-U,CIAO3,compound,gene,1
450,CGI-U,MTCH2,compound,gene,1
450,CGI-U,PHB2,compound,gene,1
450,CGI-U,TSPAN8,compound,gene,1
450,CGI-U,GNAI1,compound,gene,1
450,CGI-U,MRPL9,compound,gene,1
450,CGI-U,PLA2G2D,compound,gene,1
450,CGI-U,VAV3,compound,gene,1
450,CGI-D,FAM117A,compound,gene,2
450,CGI-D,TNFRSF21,compound,gene,2
450,CGI-D,HMGCR,compound,gene,2
450,CGI-D,DNTTIP2,compound,gene,2
450,CGI-D,PRUNE2,compound,gene,2
450,CGI-D,CCNB2,compound,gene,2
462,CGI-U,MAL,compound,gene,1
462,CGI-U,FAM168B,compound,gene,1
462,CGI-U,HNRNPAB,compound,gene,1
462,CGI-U,ZNF207,compound,gene,1
462,CGI-U,CSDE1,compound,gene,1
462,CGI-U,RNF126P1,compound,gene,1
462,CGI-U,CDCA4,compound,gene,1
462,CGI-D,KDM3A,compound,gene,2
462,CGI-D,PUF60,compound,gene,2
462,CGI-D,CHMP5,compound,gene,2
462,CGI-D,SOCS3,compound,gene,2
462,CGI-D,UBAP1,compound,gene,2
462,CGI-D,RBM19,compound,gene,2
464,CGI-U,SPAG4,compound,gene,1
464,CGI-U,DNM2,compound,gene,1
464,CGI-U,RRP12,compound,gene,1
464,CGI-U,NT5DC2,compound,gene,1
464,CGI-U,PRMT1,compound,gene,1
464,CGI-U,BUD23,compound,gene,1
464,CGI-U,STIMATE,compound,gene,1
464,CGI-U,ANO1,compound,gene,1
464,CGI-U,NECTIN2,compound,gene,1
464,CGI-D,SAR1A,compound,gene,2
464,CGI-D,LDHB,compound,gene,2
464,CGI-D,FTSJ1,compound,gene,2
464,CGI-D,ANXA1,compound,gene,2
464,CGI-D,IFT74,compound,gene,2
464,CGI-D,NLGN4X,compound,gene,2
464,CGI-D,IL1B,compound,gene,2
464,CGI-D,UPK1A,compound,gene,2
464,CGI-D,NPDC1,compound,gene,2
464,CGI-D,RIPK4,compound,gene,2
464,CGI-D,PRPSAP1,compound,gene,2
464,CGI-D,CD83,compound,gene,2
464,CGI-D,HELLS,compound,gene,2
464,CGI-D,FAIM,compound,gene,2
596,CGI-U,LGALS8,compound,gene,1
596,CGI-U,GMNN,compound,gene,1
596,CGI-U,CCL2,compound,gene,1
596,CGI-U,MYLK,compound,gene,1
596,CGI-U,FURIN,compound,gene,1
596,CGI-U,CDC25A,compound,gene,1
596,CGI-U,SGCB,compound,gene,1
596,CGI-U,DEPDC5,compound,gene,1
596,CGI-U,SQOR,compound,gene,1
596,CGI-U,SNAP25,compound,gene,1
596,CGI-U,UBASH3A,compound,gene,1
596,CGI-U,CCNE1,compound,gene,1
596,CGI-D,HMG20B,compound,gene,2
596,CGI-D,CCNB2,compound,gene,2
596,CGI-D,HSPA1A,compound,gene,2
596,CGI-D,CDCA3,compound,gene,2
596,CGI-D,CAT,compound,gene,2
596,CGI-D,HPRT1,compound,gene,2
596,CGI-D,PYCR1,compound,gene,2
596,CGI-D,DLGAP5,compound,gene,2
596,CGI-D,SMARCA4,compound,gene,2
596,CGI-D,COASY,compound,gene,2
596,CGI-D,ARL5A,compound,gene,2
596,CGI-D,MAT2A,compound,gene,2
596,CGI-D,ISOC1,compound,gene,2
596,CGI-D,PCCB,compound,gene,2
596,CGI-D,ENOSF1,compound,gene,2
596,CGI-D,TOP2B,compound,gene,2
596,CGI-D,HNRNPDL,compound,gene,2
681,CGI-U,SNAP25,compound,gene,1
681,CGI-U,CASP2,compound,gene,1
681,CGI-U,IKZF1,compound,gene,1
681,CGI-U,SKA1,compound,gene,1
681,CGI-U,CTNNA2,compound,gene,1
681,CGI-U,CTSL,compound,gene,1
681,CGI-U,UBASH3A,compound,gene,1
681,CGI-U,APEX2,compound,gene,1
681,CGI-U,MSX2,compound,gene,1
681,CGI-U,SPATA6L,compound,gene,1
681,CGI-U,SGCB,compound,gene,1
681,CGI-U,GPR182,compound,gene,1
681,CGI-U,PHKA1,compound,gene,1
681,CGI-D,VEGFA,compound,gene,2
681,CGI-D,ANKS1A,compound,gene,2
681,CGI-D,PRMT2,compound,gene,2
681,CGI-D,SLC7A5,compound,gene,2
681,CGI-D,TPD52L1,compound,gene,2
681,CGI-D,MRPS15,compound,gene,2
681,CGI-D,FHL1,compound,gene,2
681,CGI-D,CTDSP2,compound,gene,2
681,CGI-D,CCDC86,compound,gene,2
753,CGI-U,GATAD2A,compound,gene,1
753,CGI-U,SFSWAP,compound,gene,1
753,CGI-U,TOMM20,compound,gene,1
753,CGI-U,FASTKD5,compound,gene,1
753,CGI-U,ZYX,compound,gene,1
753,CGI-U,RRM1,compound,gene,1
753,CGI-D,CA2,compound,gene,2
753,CGI-D,KIAA0319L,compound,gene,2
753,CGI-D,NME1,compound,gene,2
753,CGI-D,GBA1LP,compound,gene,2
753,CGI-D,HMOX2,compound,gene,2
753,CGI-D,POLG,compound,gene,2
753,CGI-D,KRT23,compound,gene,2
753,CGI-D,SYCP2,compound,gene,2
753,CGI-D,SGCG,compound,gene,2
753,CGI-D,SETX,compound,gene,2
753,CGI-D,CASK,compound,gene,2
753,CGI-D,HSPA1A,compound,gene,2
753,CGI-D,ARVCF,compound,gene,2
774,CGI-U,SNAP25,compound,gene,1
774,CGI-U,MUC4,compound,gene,1
774,CGI-U,PAN2,compound,gene,1
774,CGI-U,HERC6,compound,gene,1
774,CGI-U,HBB,compound,gene,1
774,CGI-U,SPTBN1,compound,gene,1
774,CGI-U,ATP2C1,compound,gene,1
774,CGI-U,RAC2,compound,gene,1
774,CGI-D,TAF5L,compound,gene,2
774,CGI-D,AKT3,compound,gene,2
774,CGI-D,NOL11,compound,gene,2
774,CGI-D,VEGFA,compound,gene,2
774,CGI-D,ZNF354A,compound,gene,2
774,CGI-D,CCDC86,compound,gene,2
774,CGI-D,TCF7L1,compound,gene,2
774,CGI-D,MUC1,compound,gene,2
774,CGI-D,NELFCD,compound,gene,2
774,CGI-D,RBCK1,compound,gene,2
774,CGI-D,MARK3,compound,gene,2
790,CGI-U,CASP2,compound,gene,1
790,CGI-U,TAF1A,compound,gene,1
790,CGI-U,DCTD,compound,gene,1
790,CGI-U,CIDEA,compound,gene,1
790,CGI-U,SLC39A9,compound,gene,1
790,CGI-U,ARHGAP26,compound,gene,1
790,CGI-U,ROR1,compound,gene,1
790,CGI-D,STK19,compound,gene,2
790,CGI-D,AMOTL2,compound,gene,2
790,CGI-D,RPRD2,compound,gene,2
790,CGI-D,NMRK1,compound,gene,2
790,CGI-D,VEGFA,compound,gene,2
790,CGI-D,LGALS1,compound,gene,2
790,CGI-D,FASTKD5,compound,gene,2
790,CGI-D,LAPTM4A,compound,gene,2
790,CGI-D,CARS1,compound,gene,2
790,CGI-D,GZMM,compound,gene,2
833,CGI-U,RRAGA,compound,gene,1
833,CGI-U,MBNL1,compound,gene,1
833,CGI-U,ICMT,compound,gene,1
833,CGI-U,LONP1,compound,gene,1
833,CGI-U,WDR6,compound,gene,1
833,CGI-U,MAPK1,compound,gene,1
833,CGI-U,ACD,compound,gene,1
833,CGI-D,HPRT1,compound,gene,2
833,CGI-D,PSMB7,compound,gene,2
833,CGI-D,MINAR1,compound,gene,2
833,CGI-D,NT5DC3,compound,gene,2
833,CGI-D,HIP1R,compound,gene,2
833,CGI-D,CIR1,compound,gene,2
833,CGI-D,NGRN,compound,gene,2
833,CGI-D,SLC5A6,compound,gene,2
833,CGI-D,YY1AP1,compound,gene,2
833,CGI-D,PIK3IP1,compound,gene,2
833,CGI-D,TLX1,compound,gene,2
833,CGI-D,HP1BP3,compound,gene,2
833,CGI-D,LZTFL1,compound,gene,2
833,CGI-D,TPM2,compound,gene,2
838,CGI-U,TIPARP,compound,gene,1
838,CGI-U,GRM6,compound,gene,1
838,CGI-U,CHI3L2,compound,gene,1
838,CGI-U,FAM234B,compound,gene,1
838,CGI-U,FRS3,compound,gene,1
838,CGI-U,GPR107,compound,gene,1
838,CGI-U,SIX6,compound,gene,1
838,CGI-U,EHD4,compound,gene,1
838,CGI-U,GCKR,compound,gene,1
838,CGI-U,CDK5R1,compound,gene,1
838,CGI-U,OSGIN2,compound,gene,1
838,CGI-D,NIPSNAP1,compound,gene,2
838,CGI-D,NFE2L2,compound,gene,2
838,CGI-D,LGALS1,compound,gene,2
838,CGI-D,RPAP3,compound,gene,2
838,CGI-D,HSPA1A,compound,gene,2
838,CGI-D,DUSP4,compound,gene,2
838,CGI-D,CDK1,compound,gene,2
838,CGI-D,CENPU,compound,gene,2
838,CGI-D,LGALS8,compound,gene,2
838,CGI-D,MAGEA1,compound,gene,2
838,CGI-D,KLF5,compound,gene,2
864,CGI-U,KIT,compound,gene,1
864,CGI-U,GRM6,compound,gene,1
864,CGI-U,CIAO3,compound,gene,1
864,CGI-U,RXYLT1,compound,gene,1
864,CGI-U,MAPK6,compound,gene,1
864,CGI-U,METRN,compound,gene,1
864,CGI-U,RPS3,compound,gene,1
864,CGI-U,ADGRE5,compound,gene,1
864,CGI-U,ADRB2,compound,gene,1
864,CGI-U,BUB1B,compound,gene,1
864,CGI-U,MTREX,compound,gene,1
864,CGI-U,PNKP,compound,gene,1
864,CGI-U,HMGN1,compound,gene,1
864,CGI-U,TRIM27,compound,gene,1
864,CGI-D,FABP5,compound,gene,2
864,CGI-D,PHLDA3,compound,gene,2
864,CGI-D,C8orf44,compound,gene,2
864,CGI-D,TMC5,compound,gene,2
864,CGI-D,CLTB,compound,gene,2
864,CGI-D,UCP3,compound,gene,2
864,CGI-D,CRK,compound,gene,2
864,CGI-D,AMH,compound,gene,2
864,CGI-D,MAP2K7,compound,gene,2
864,CGI-D,CASP7,compound,gene,2
864,CGI-D,HOXD9,compound,gene,2
864,CGI-D,GP1BA,compound,gene,2
864,CGI-D,KIAA0319,compound,gene,2
864,CGI-D,MINAR1,compound,gene,2
864,CGI-D,ITGAX,compound,gene,2
864,CGI-D,ZNF44,compound,gene,2
864,CGI-D,TLK2,compound,gene,2
864,CGI-D,MBOAT7,compound,gene,2
892,CGI-U,SPP1,compound,gene,1
892,CGI-U,PYY,compound,gene,1
892,CGI-U,SFN,compound,gene,1
892,CGI-U,PSD4,compound,gene,1
892,CGI-U,TSC22D4,compound,gene,1
892,CGI-U,PPP6R2,compound,gene,1
892,CGI-U,CDK6,compound,gene,1
892,CGI-D,NGRN,compound,gene,2
892,CGI-D,PSMG1,compound,gene,2
892,CGI-D,BRCA1,compound,gene,2
892,CGI-D,USP22,compound,gene,2
892,CGI-D,AKT3,compound,gene,2
892,CGI-D,ATRAID,compound,gene,2
892,CGI-D,NUDT9,compound,gene,2
892,CGI-D,CCNC,compound,gene,2
892,CGI-D,TOMM20,compound,gene,2
892,CGI-D,DDX42,compound,gene,2
892,CGI-D,UBE2A,compound,gene,2
892,CGI-D,PTGES3,compound,gene,2
892,CGI-D,FANCI,compound,gene,2
892,CGI-D,SPAG5,compound,gene,2
896,CGI-U,GNA15,compound,gene,1
896,CGI-U,CHEK2,compound,gene,1
896,CGI-U,CCP110,compound,gene,1
896,CGI-U,NPTN,compound,gene,1
896,CGI-U,IL33,compound,gene,1
896,CGI-U,ECT2,compound,gene,1
896,CGI-U,SNAP25,compound,gene,1
896,CGI-U,PROM1,compound,gene,1
896,CGI-D,SAR1A,compound,gene,2
896,CGI-D,RRAGC,compound,gene,2
896,CGI-D,CRK,compound,gene,2
896,CGI-D,HIP1,compound,gene,2
896,CGI-D,TUBA4A,compound,gene,2
896,CGI-D,RAPGEF2,compound,gene,2
896,CGI-D,C2orf49,compound,gene,2
896,CGI-D,DUSP12,compound,gene,2
896,CGI-D,KLF2,compound,gene,2
932,CGI-U,ADAM10,compound,gene,1
932,CGI-U,TGFBR2,compound,gene,1
932,CGI-U,CHODL,compound,gene,1
932,CGI-U,MRPL24,compound,gene,1
932,CGI-U,NFKB2,compound,gene,1
932,CGI-U,GRIK4,compound,gene,1
932,CGI-U,H2AZ2,compound,gene,1
932,CGI-D,LAMA2,compound,gene,2
932,CGI-D,TMC5,compound,gene,2
932,CGI-D,GREM1,compound,gene,2
932,CGI-D,NIPSNAP1,compound,gene,2
932,CGI-D,IER3,compound,gene,2
932,CGI-D,CYP3A5,compound,gene,2
932,CGI-D,MT1X,compound,gene,2
932,CGI-D,GCC1,compound,gene,2
932,CGI-D,LRRC41,compound,gene,2
932,CGI-D,RBM22,compound,gene,2
936,CGI-U,TFDP1,compound,gene,1
936,CGI-U,CTNNA2,compound,gene,1
936,CGI-U,SERPINA3,compound,gene,1
936,CGI-U,E2F2,compound,gene,1
936,CGI-U,IL1B,compound,gene,1
936,CGI-U,ARL15,compound,gene,1
936,CGI-U,PAK2,compound,gene,1
936,CGI-U,TPGS2,compound,gene,1
936,CGI-U,TSEN2,compound,gene,1
936,CGI-U,MAK,compound,gene,1
936,CGI-D,NIPSNAP1,compound,gene,2
936,CGI-D,PHLDA3,compound,gene,2
936,CGI-D,SAR1A,compound,gene,2
936,CGI-D,RAP1GAP,compound,gene,2
936,CGI-D,TET3,compound,gene,2
936,CGI-D,ZCWPW1,compound,gene,2
936,CGI-D,ABCA1,compound,gene,2
936,CGI-D,FBXW12,compound,gene,2
936,CGI-D,STUB1,compound,gene,2
936,CGI-D,CSRP1,compound,gene,2
936,CGI-D,SCAMP4,compound,gene,2
938,CGI-U,NPAT,compound,gene,1
938,CGI-U,HBB,compound,gene,1
938,CGI-U,KIF15,compound,gene,1
938,CGI-U,SDHC,compound,gene,1
938,CGI-U,PXMP2,compound,gene,1
938,CGI-U,OXCT1,compound,gene,1
938,CGI-U,TBPL1,compound,gene,1
938,CGI-U,GINS2,compound,gene,1
938,CGI-U,TMX1,compound,gene,1
938,CGI-U,NHLRC2,compound,gene,1
938,CGI-D,RNH1,compound,gene,2
938,CGI-D,PCNA,compound,gene,2
938,CGI-D,RCAN3,compound,gene,2
938,CGI-D,HSPB1,compound,gene,2
938,CGI-D,HERPUD1,compound,gene,2
938,CGI-D,GADD45B,compound,gene,2
938,CGI-D,TXK,compound,gene,2
951,CGI-U,EED,compound,gene,1
951,CGI-U,GAR1,compound,gene,1
951,CGI-U,COQ10B,compound,gene,1
