CID,cmap_name,compound_aliases,standardized_smiles
4008,manidipine,"manidipine|89226-50-6|120092-68-4|s2481|T6577|D08155|Artedil|C08CA11|CV 4093|DB09238|DS-1275|Iperten|Q921133|HY-B0419|SY112666|SYB71854|DB-041526|DB-239666|EBC-11219|GTPL11739|STK635322|6O4754US88|BDBM642534|C35H38N4O6|CCG-213069|GLXC-07948|HMS2089K12|HMS3264H11|HMS3656C06|HMS3884D21|HMS5081O09|Manidipino|NS00001355|orb1223734|orb1300643|SW219347-1|Franidipine|manidipinum|Artedil (TN)|BDBM50227969|CHEBI:135849|CHEMBL312176|MFCD00871291|MLS004774156|MLS006011791|SCHEMBL49368|SMR003500793|AB01274741-01|AB01274741-02|AB01274741-03|AB01274741_04|AB01274741_05|AKOS003589070|AKOS016842350|DTXCID0023745|DTXSID2043745|RefChem:809939|SR-05000002134|Manidipine 6300|MANIDIPINE [MI]|NCGC00167493-01|NCGC00167493-02|NCGC00167493-03|NCGC00167493-04|NCGC00167493-08|NCGC00167493-13|SCHEMBL29801590|UNII-6O4754US88|(+/-)-Manidipine|Manidipine (INN)|Manidipine [INN]|SBI-0653413.0001|SR-05000002134-1|manidipine, (+-)-|MANIDIPINE [WHO-DD]|Manidipine(CV-4093)|Manidipine (Manyper)|Manidipine 6300 [INN]|BRD-A90695733-001-01-7|BRD-A90695733-001-06-6|BRD-A90695733-001-07-4|BRD-A90695733-001-08-2|BRD-A90695733-300-02-1|ANEBWFXPVPTEET-UHFFFAOYSA-N|US20230414632, Compound I-g|2-(4-Diphenylmethyl-1-piperazinyl)ethyl methyl-1,4-dihydro-2,6-dimethyl-4-(3-nitrophenyl)-3,5-pyridinedicarboxylate|3-(2-(4-Benzhydrylpiperazin-1-yl)ethyl)5-methyl2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate|2-[4-(Diphenylmethyl)-1-Piperazinyl]Ethyl Methyl 2,6-Dimethyl-4-(3-Nitrophenyl)-1,4-Dihydro-3,5-Pyridinedicarboxylate|2-[4-(diphenylmethyl)piperazin-1-yl]ethyl methyl 2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate|3-(2-(4-Benzhydrylpiperazin-1-yl)ethyl) 5-methyl 2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate|O5-[2-(4-benzhydrylpiperazin-1-yl)ethyl] O3-methyl 2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate|2-(4-(DIPHENYLMETHYL)-1-PIPERAZINYL)ETHYL METHYL (+/-)-1,4-DIHYDRO-2,6-DIMETHYL-4-(M-NITROPHENYL)-3,5-PYRIDINECARBOXYLATE|5-O-(2-(4-benzhydrylpiperazin-1-yl)ethyl) 3-O-methyl 2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate|5-O-[2-(4-benzhydrylpiperazin-1-yl)ethyl] 3-O-methyl 2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate|3-(2-(4-(diphenylmethyl)piperazin-1-yl)ethyl) 5-methyl 2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate|3-{2-[4-(diphenylmethyl)piperazin-1-yl]ethyl} 5-methyl 2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate|3,5-Pyridinedicarboxylic acid, 1,4-dihydro-2,6-dimethyl-4-(3-nitrophenyl)-, 2-(4-(diphenylmethyl)-1-piperazinyl)ethyl methyl ester|3,5-PYRIDINEDICARBOXYLIC ACID, 1,4-DIHYDRO-2,6-DIMETHYL-4-(3-NITROPHENYL)-, 3-(2-(4-(DIPHENYLMETHYL)-1-PIPERAZINYL)ETHYL) 5-METHYL ESTER|3,5-Pyridinedicarboxylic acid, 1,4-dihydro-2,6-dimethyl-4-(3-nitrophenyl)-, 3-[2-[4-(diphenylmethyl)-1-piperazinyl]ethyl] 5-methyl ester|3,5-Pyridinedicarboxylic acid,1,4-dihydro-2,6-dimethyl-4-(3-nitrophenyl)-,2-[4-(diphenylmethyl)-1-piperazinyl]ethyl methyl ester, (+/-)-|3,5-Pyridinedicarboxylic acid,1,4-dihydro-2,6-dimethyl-4-(3-nitrophenyl)-,2-[4-(diphenylmethyl)-1-piperazinyl]ethyl methyl ester, (A+/-)-|2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylic acid O5-[2-[4-(diphenylmethyl)-1-piperazinyl]ethyl] ester O3-methyl ester|(5-(Methylsulfonyl)-2-((R)-1,1,1-trifluoropropan-2-yloxy)phenyl)((1R,5R)-1-(5-(trifluoromethyl)isoxazol-3-yl)-3-azabicyclo[3.1.0]hexan-3-yl)methanone|1,4-dihydro-2,6-dimethyl-4-(3-nitrophenyl)-3,5-Pyridinedicarboxylic acid 3-[2-[4-(diphenylmethyl)-1-piperazinyl]ethyl] 5-methyl ester; 3,5-Pyridinedicarboxylic acid, 1,4-dihydro-2,6-dimethyl-4-(3-nitrophenyl)-, 2-[4-(diphenylmethyl)-1-piperazinyl]ethyl methyl ester (9CI); (+/-)-Manidipine; Franidipine; Manidipine; Manidipine 6300",COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1
5440,thiethylperazine,"thiethylperazine|1420-55-9|C07132|D02354|H27367|T61915|DB00372|L000871|Q372725|R06AD03|Torecan|DA-78419|GTPL7306|HY-B1794|MS-26778|215-819-0|BDBM78436|EBC-26950|EX-A10897|HSDB 3400|8ETK1WAF6R|AB00514742|C22H29N3S2|CHEBI:9544|CHEMBL1378|CS-0013829|NS00004048|orb1688124|cid_3085006|DTXCID403651|MFCD00865537|MLS002154140|SCHEMBL49124|SMR001233447|DTXSID1023651|EN300-19766526|RefChem:897744|Tietilperazina|NCGC00262537-04|SCHEMBL29507072|SCHEMBL29688372|UNII-8ETK1WAF6R|EINECS 215-819-0|Theithylperazine|ETHYLTHIOPERAZINE|Thiethylperazinum|Thioethylperazine|Norzine (Salt/Mix)|Thiethylpipezazine|Torecan (Salt/Mix)|Tresten (Salt/Mix)|GS-95 (*Dimaleate*)|Norzine (*Dimaleate*)|THIETHYLPERAZINE [MI]|Tietilperazina [DCIT]|BRD-K69600043-328-05-5|THIETHYLPERAZINE [INN]|THIETHYLPERAZINE [HSDB]|THIETHYLPERAZINE [USAN]|THIETHYLPERAZINE [MART.]|THIETHYLPERAZINE [VANDF]|THIETHYLPERAZINE [WHO-DD]|Thiethylperazine (USAN/INN)|Thiethylperazinum [INN-Latin]|Thiethylperazine [USAN:INN:BAN]|Thiethylperazine maleate (Salt/Mix)|2-Ethylthio-10-(3-(4-methylpiperazin-1-yl)propyl)phenothiazine|2-(Ethylthio)-10-[3-(4-methyl-1-piperazinyl)propyl]phenthiazine|2-(Ethylthio)-10-(3-(4-methyl-1-piperazinyl)propyl)phenothiazine|2-(Ethylthio)-10-[3-(4-methyl-1-piperazinyl)propyl]phenothiazine|3-Ethylmercapto-10-(1'-methylpiperazinyl-4'-propyl)phenothiazine|2-ethylsulfanyl-10-[3-(4-methylpiperazin-1-yl)propyl]phenothiazine|Phenothiazine, 2-(ethylthio)-10-(3-(4-methyl-1-piperazinyl)propyl)-|Phenothiazine, 2-(ethylthio)-10-[3-(4-methyl-1-piperazinyl)propyl]-|2-(ethylthio)-10-(3-(4-methylpiperazin-1-yl)propyl)-10H-phenothiazine|2-(ethylthio)-10-[3-(4-methylpiperazin-1-yl)propyl]-10H-phenothiazine|10H-Phenothiazine, 2-(ethylthio)-10-(3-(4-methyl-1-piperazinyl)propyl)-|10H-Phenothiazine, 2-(ethylthio)-10-[3-(4-methyl-1-piperazinyl)propyl]-|2-(ethylthio)-10-[3-(4-methylpiperazino)propyl]phenothiazine;malic acid|2-(ethylsulfanyl)-10-(3-(4-methylpiperazin-1-yl)propyl)-10H-phenothiazine|2-(ethylsulfanyl)-10-[3-(4-methylpiperazin-1-yl)propyl]-10H-phenothiazine|2-(Ethylsulfanyl)-10-[3-(4-methyl-1-piperazinyl)propyl]-10H-phenothiazine #|2-(ethylthio)-10-[3-(4-methyl-1-piperazinyl)propyl]phenothiazine;2-hydroxybutanedioic acid|2-ethylsulfanyl-10-[3-(4-methylpiperazin-1-yl)propyl]phenothiazine;2-oxidanylbutanedioic acid",CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2
5291,imatinib,"imatinib|152459-95-5|1080014-82-9|STI|1iep|1xbb|I0906|I4800|S2475|T6230|AC-524|D08066|Glamox|ST1571|CS-0964|DB00619|ES-0058|EX-A063|F361979|FM10813|L01XE01|PA-5291|Q177094|SB17306|ST 1571|ST-1571|112GI019|BI164570|cid_5291|GTPL5687|HY-15463|SY028029|BDBM13530|BDBM86734|C29H31N7O|CHEMBL941|EBC-06061|HY-15463R|MSK159951|NSC743414|NSC759854|NSC800772|STK617705|BKJ8M8G5HI|CCG-101289|CCRIS 9076|CGP 57148B|CGP-57148B|CGP057148B|GLXC-05177|HMS2089D03|HMS3244P06|HMS3244P10|HMS3244P14|HMS3656K04|HMS3715P03|HMS5081I09|Imatinibum|NS00009172|NSC 743414|NSC 759854|NSC-743414|NSC-759854|NSC-800772|orb1300957|orb1941075|orb3141244|RefChem:76|SW197805-5|BIDD:GT0047|CHEBI:45783|Glamox (TN)|Gleevec(TM)|Kinome_3724|MRF-0000449|SCHEMBL3827|Z1546624232|EN300-123057|Imatinib, 21|imatinib-CD3|MFCD05662257|AB00698388-07|AB00698388-10|AB00698388-11|AB00698388-12|AB00698388-13|AB00698388_15|AB00698388_16|AKOS000280662|DTXCID1017125|DTXSID3037125|IMATINIB [MI]|Imatinib base|Imatinib (INN)|IMATINIB [INN]|SR-01000763561|STI571,GLEEVEC|CAS_220127-57-1|GLEEVEC,STI-571|NCGC00159456-01|NCGC00159456-02|NCGC00159456-03|NCGC00159456-04|NCGC00159456-05|NCGC00159456-06|NCGC00159456-07|NCGC00159456-09|NCGC00159456-16|NCGC00159456-25|NCGC00159456-26|SCHEMBL29351601|SCHEMBL29355523|UNII-BKJ8M8G5HI|IMATINIB [VANDF]|SR-01000763561-4|SR-01000763561-6|Imatinib (STI571)|IMATINIB [WHO-DD]|STI-571; IMATINIB|Imatinib (Gleevec)|Imatinib [INN:BAN]|Imatinib free base|Imatinib (Standard)|IMATINIB [EMA EPAR]|Imatinib, Free base|SDCCGSBI-0634386.P009|BRD-K92723993-001-06-7|BRD-K92723993-001-12-5|BRD-K92723993-066-02-9|BRD-K92723993-066-04-5|BRD-K92723993-066-22-7|Pharmakon1600-01502276|152459-95-5 (free base)|Gleevec (TN) (Novartis)|Imatinib Methansulfonate|Imatinib base - Bio-X trade mark|alpha-(4-methyl-1-piperazinyl)-3'-((4-(3-pyridyl)-2-pyrimidinyl)amino)-p-toluidide|4-(4-Me-piperazin-1-ylmethyl)-N-[4-Me-3-(4-pyridin-3-yl-pyrimidin-2-ylamino)-phenyl]-benzamide|N-[4-Methyl-3-[[4-(3-pyridyl)-2-pyrimidyl]amino]phenyl]-4-[(4-methyl-1-piperazinyl)methyl]benzamide|4-[(4-methylpiperazin-1-yl)methyl]-N-[4-methyl-3-[[4-(3-pyridyl)pyrimidin-2-yl]amino]phenyl]benzamide|4-(4-METHYL-PIPERAZIN-1-YLMETHYL)-N-[4-METHYL-3-(4-PYRIDIN-3-YL-PYRIMIDIN-2-YLAMINO)-PHENYL]-BENZAMIDE|4-(4-Methylpiperazin-1-ylmethyl)-N-[4-methyl-3-[[4-(pyridin-3-yl)pyrimidin-2-yl]amino]phenyl]benzamide|4-[(4-methylpiperazin-1-yl)methyl]-N-[4-methyl-3-[(4-pyridin-3-ylpyrimidin-2-yl)amino]phenyl]benzamide|4-[(4-methylpiperazin-1-yl)methyl]-N-{4-methyl-3-[(4-pyridin-3-ylpyrimidin-2-yl)amino]phenyl}benzamide|N-(3-(4-(pyridin-3-yl)pyrimidin-2-ylamino)-4-methylphenyl)-4-((4-methylpiperazin-1-yl)methyl)benzamide|N-(4-methyl-3-(4-(pyridin-3-yl)pyrimidin-2-ylamino)phenyl)-4-((4-methylpiperazin-1-yl)methyl)benzamide|4-((4-Methyl-1-piperazinyl)methyl)-N-(4-methyl-3-((4-(3-pyridinyl)-2-pyrimidinyl)amino)phenyl)benzamide|4-[(4-Methyl-1-piperazinyl)methyl]-N-[4-methyl-3-[[4(3-pyridinyl)-2-pyrimidinyl]amino]phenyl]-benzamide|4-[(4-methyl-1-piperazinyl)methyl]-N-[4-methyl-3-[[4-(3-pyridinyl)-2-pyrimidinyl]amino]phenyl]benzamide|4-[(4-methyl-1-piperazinyl)methyl]-n[4-methyl-3-[[4-(3-pyridinyl)-2-pyrimidinyl]amino]phenyl]-benzamide|4-[(4-methyl-1-piperazinyl)methyl]-N-[4-methyl-3-[(4-(3-pyridinyl)-2-pyrimidinyl]amino]-phenyl]benzamide|4-[(4-Methyl-1-piperazinyl)methyl]-N-[4-methyl-3-[[4-(3- pyridinyl)-2-pyrimidinyl]amino]phenyl]benzamide|4-[(4-Methyl-1-piperazinyl)methyl]-N-[4-methyl-3-[[4-(3-pyridinyl)-2-pyrimidinyl]amino]-phenyl]benzamide|4-[(4-methyl-1-piperazinyl)methyl]-N-[4-methyl-3-[[4-(3-pyridinyl)-2-pyrimidinyl]amino]phenyl]-benzamide|4-[(4-methylpiperazin-1-yl)methyl]-N-(4-methyl-3-{[4-(pyridin-3-yl)pyrimidin-2-yl]amino}phenyl)benzamide|N-(4-Methyl-3-((4-(pyridin-3-yl)pyrimidin-2-yl)amino)phenyl)-4-((4-methylpiperazin-1-yl)methyl)benzamide|N-(4-methyl-3-{[4-(pyridin-3-yl)pyrimidin-2-yl]amino}phenyl)-4-[(4-methylpiperazin-1-yl)methyl]benzamide|BENZAMIDE, 4-((4-METHYL-1-PIPERAZINYL)METHYL)-N-(4-METHYL-3-((4-(3-PYRIDINYL)-2-PYRIMIDINYL)AMINOPHENYL)-|benzamide, 4-[(4-methyl-1-piperazinyl)methyl]-N-[4-methyl-3-[[4-(3-pyridinyl)-2-pyrimidinyl]amino]phenyl]-|4-[(4-methyl-1-piperazinyl)-methyl]-N-{4-methyl-3-[[4-(3-pyridinyl)-2-pyrimidinyl]-amino]-phenyl)-benzamide|4-[(4-methyl-1-piperazinyl)-methyl]-N-{4-methyl-3-[[4-(3-pyridinyl)-2-pyrimidinyl]-amino]-phenyl}-benzamide|Benzamide, 4-((4-methyl)-1-piperazinyl)methyl)-N-(4-methyl-3-((4-(3-pyridinyl)-2-pyrimidinyl)amino)phenyl)-|Benzamide, 4-[(4-methyl-1-piperazinyl)methyl]-N-[4-methyl-3-[[4-(3-pyridinyl)-2-pyrimidinyl]amino]phenyl]- (9CI)|4-[(4-methyl-1-piperazinyl)methyl]-N-[4-methyl-3-[[4-(3-pyridinyl)-2-pyrimidinyl]amino]phenyl]-benzamide methanesulfonate|IMATINIB MESYLATEGLEEVECGLIVECIMATINIBSTI571CGP 571484-[(4-METHYL-1-PIPERAZINYL)METHYL]-N-[4-METHYL-3-[[4-(3-PYRIDINYL)-2-PYRIMIDINYL]AMINO]-PHENYL]BENZAMIDE|4-(4-Methylpiperazin-1-ylmethyl)-N-[4-methyl-3-[[4-(pyridin-3-yl)pyrimidin-2-yl]amino]phenyl]benzamide; CGP 57148; Genfatinib; Imatinib, Benzamide, 4-[(4-methyl-1-piperazinyl)methyl]-N-[4-methyl-3-[[4-(3-pyridinyl)-2-pyrimidinyl]amino]phenyl]-",Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1
444036,fluticasone-propionate,"fluticasone-propionate|80474-14-2|F4683|FN-25|s1992|A51110|AC-457|atemur|D01708|HB1091|Skyron|Ubizol|Xhance|Zoflut|Asmatil|Axotide|Brethal|CS-1986|DB00588|FF23515|Flonase|Flovent|Fluinol|Flutide|KS-1173|MSK2239|Nasofan|NC00231|Sereflo|BF160362|BF161262|cci18781|Cutivate|Flusonal|Fluxonal|GTPL7080|HY-B0154|Inalacor|Pirinase|Q8564098|Rinosone|Sirdupla|SY028612|Trialona|YMB56612|CCI 18781|CCI-18781|Cultivate|EBC-27242|Flixonase|Flixotide|Fluspiral|FlutiCare|Flutivate|HY-B0154R|AB00513992|CCG-100981|CHEMBL1473|Flonase Aq|HMS1571G15|HMS2051N19|HMS2098G15|HMS3413A19|HMS3677A19|HMS3715G15|Nasopro 24|NS00069576|NSC 759889|NSC-759889|O2GMZ0LF5W|orb1223965|orb1310855|orb3139685|C25H31F3O5S|CHEBI:31441|Flovent HFA|Flovent-hfa|PF-00241939|SCHEMBL4068|Seretide 50|BDBM50354849|Flonase (TN)|Flovent (TN)|MFCD00866007|MLS001424085|MSK2239-100A|RefChem:5840|Seretide 100|Seretide 125|Seretide 250|Seretide 500|SMR000469159|SPBio_002984|Tox21_110698|AB00513992-06|AB00513992_08|AKOS015895220|BPBio1_001203|BSPBio_001093|Cutivate (TN)|DTXSID8045511|EN300-7480904|MSK2239-1000A|CAS-80474-14-2|Flixotide Disk|Flovent Diskus|HEB Nasopro 24|SR-01000763355|Tox21_110698_1|AN-584/43505443|childrens nasal|DTXCID801476602|Flixotide Disks|NCGC00016943-01|NCGC00179308-01|NCGC00179308-04|NCGC00179308-05|NCGC00179308-15|UNII-O2GMZ0LF5W|Aerivio Spiromax|Flovent Rotadisk|SR-01000763355-3|CHILDRENS FLONASE|Childrens Nasopro|Flixotide Inhaler|Flovent Diskus 50|Prestwick0_000997|Prestwick1_000997|Prestwick2_000997|Prestwick3_000997|Welby Fluticasone|Airflusal forspiro|ARMONAIR DIGIHALER|Flovent Diskus 100|Flovent Diskus 250|ArmonAir RespiClick|allergy relief nasal|24 Hour Allergy Nasal|ArmonAir RespiClickTM|Flixonase Nasal Spray|BRD-K62310379-001-03-0|BRD-K62310379-001-10-5|Flonase Allergy Relief|FLUTICASONE PROPIONATE|childrens allergy nasal|Walgreens allergy nasal|Fluticasone (propionate)|Fluticasone-17-propionate|Fluticasonpropionat Allen|Fluticasone propionate CRS|Fluticasone Propionate HFA|FLUTICASONE PROPIONATE [MI]|leader allergy relief nasal|FLUTICASONE PROPIONATE [JAN]|Fluticasone Propionate Nasal|Kirkland Signature Aller Flo|Topcare Allergy Relief Nasal|Fluticasone propionate [USAN]|FLUTICASONE PROPIONATE DISKUS|leader fluticasone propionate|DG Health Allergy Relief Nasal|FLUTICASONE PROPIONATE [MART.]|FLUTICASONE PROPIONATE [VANDF]|Up and Up Allergy Relief Nasal|basic care allergy relief nasal|Equaline Fluticasone Propionate|FLUTICASONE PROPIONATE [USP-RS]|FLUTICASONE PROPIONATE [WHO-DD]|caring mill allergy relief nasal|CHILDRENS FLONASE ALLERGY RELIEF|CHILDRENS FLUTICASONE PROPIONATE|Fluticasone propionate (JAN/USP)|Good Sense 24 hour allergy nasal|Fluticasone propionate [USAN:USP]|Fluticasone Propionate Impurity 15|Harris Teeter Allergy Relief Nasal|RUGBY FLUTICASONE PROPIONATE NASAL|SunMark allergy relief nasal 24 hr|Fluticasone (propionate) (Standard)|FLUTICASONE PROPIONATE [ORANGE BOOK]|topcare fluticasone propionate nasal|FLUTICASONE PROPIONATE [EP MONOGRAPH]|Fluticasone Propionate spray, metered|FLUTICASONE PROPIONATE [USP MONOGRAPH]|ADVAIR COMPONENT FLUTICASONE PROPIONATE|DG Health childrens allergy relief nasal|DYMISTA COMPONENT FLUTICASONE PROPIONATE|basic care childrens allergy relief nasal|Fluticasone propionate - Bio-X trade mark|LIPO-102 COMPONENT FLUTICASONE PROPIONATE|caring mill childrens allergy relief nasal|Fluticasone propionate (Flonase, Veramyst)|ADVAIR HFA COMPONENT FLUTICASONE PROPIONATE|Fluticasone propionate, >=98% (HPLC), powder|good neighbor pharmacy fluticasone propionate|TopCare Childrens Allergy Relief Nasal 24 Hour|Fluticasone propionate - micronised pharma grade|Fluticasone propionate 100 |Ig/mL in Acetonitrile|AIRDUO RESPICLICK COMPONENT FLUTICASONE PROPIONATE|Fluticasone propionate 100 microg/mL in Acetonitrile|Fluticasone 17(2)-Carbonylsulfenic Acid 17-Propionate|Good Neighbor Pharmacy Childrens Fluticasone Propionate|Fluticasone propionate for impurity C identification CRS|Fluticasone propionate for impurity G identification CRS|Fluticasone propionate Solution in Acetonitrile, 100ug/mL|Fluticasone (propionate)CCI-187881, Fluticasone propionate|Fluticasone propionate Solution in Acetonitrile, 1000ug/mL|Fluticasone propionate, European Pharmacopoeia (EP) Reference Standard|Fluticasone propionate, United States Pharmacopeia (USP) Reference Standard|Fluticasone Propionate, Pharmaceutical Secondary Standard; Certified Reference Material|Fluticasone propionate for impurity C identification, EuropePharmacopoeia (EP) Reference Standard|Fluticasone propionate for impurity G identification, EuropePharmacopoeia (EP) Reference Standard|6|A,9-Difluoro-17-[[(fluoromethyl)sulphanyl]carbonyl]-11|A-hydroxy-16|A-methyl-3-oxoandrosta-1,4-dien-17|A-yl propanoate|S-(Fluoromethyl) 6alpha,9-difluoro-11beta,17-dihydroxy-16alpha-methyl-3-oxoandrosta-1,4-diene-17beta-carbothioate, 17-propionate|6alpha,9-difluoro-17beta-{[(fluoromethyl)sulfanyl]carbonyl}-11beta-hydroxy-16-methyl-3-oxoandrosta-1,4-dien-17alpha-yl propanoate|6alpha,9-Difluoro-17beta-{[(fluoromethyl)sulfanyl]carbonyl}-11beta-hydroxy-16alpha-methyl-3-oxoandrosta-1,4-dien-17alpha-yl propanoate|(6a,11b,16a,17a)-6,9-Difluoro-11-hydroxy-16-methyl-3-oxo-17-(1-oxopropoxy)androsta-1,4-diene-17-carbothioic acid S-(fluoromethyl) es ter|(6alpha,11beta,16alpha,17alpha)-6,9-Difluoro-11-hydroxy-16-methyl-3-oxo-17-(1-oxopropoxy)androsta-1,4-diene-17-carbothioic acid fluoromethyl ester|S-FLUOROMETHYL 6.ALPHA., 9.ALPHA.-DIFLUORO-11.BETA.-HYDROXY-16.ALPHA.-METHYL-3-OXO-17.ALPHA.-PROPIONYLOXYANDROSTA-1,4-DIENE-17.BETA-. CARBOTHIOATE|(6alpha,11beta,16alpha,17alpha)-6,9-Difluoro-11-hydroxy-16-methyl-3-oxo-17-(1-oxopropoxy)androsta-1,4-diene-17-carbothioic Acid, S-(Fluoromethyl) Ester|Androsta-1,4-diene-17-carbothioic acid, 6,9-difluoro-11-hydroxy-16-methyl-3-oxo-17-(1-oxopropoxy)-, (6alpha,11beta,16alpha,17alpha)-S-(fluoromethyl) ester|ANDROSTA-1,4-DIENE-17-CARBOTHIOIC ACID, 6,9-DIFLUORO-11-HYDROXY-16-METHYL-3-OXO-17-(1-OXOPROPOXY)-, (6.ALPHA.,11.BETA.,16.ALPHA.,17.ALPHA.)-S-(FLUOROMETHYL) ESTER|Androsta-1,4-diene-17-carbothioic acid, 6,9-difluoro-11-hydroxy-16-methyl-3-oxo-17-(1-oxopropoxy)-,S-(fluoromethyl) ester, (6.alpha.,11.beta.,16.alpha.,17.alpha.)-|6,9-difluoro-17-{[(fluoromethyl)sulfanyl]carbonyl}-11-hydroxy-10,13,16-trimethyl-3-oxo-6,7,8,9,10,11,12,13,14,15,16,17-dodecahydro-3H-cyclopenta[a]phenanthren-17-yl propionate|(1R,2S,8S,10S,11S,13R,14R,15S,17S)-1,8-difluoro-14-(((fluoromethyl)sulfanyl)carbonyl)-17-hydroxy-2,13,15-trimethyl-5-oxotetracyclo(8.7.0.0^(2,7).0^(11,15))heptadeca-3,6-dien-14-yl propanoate|(1R,2S,8S,10S,11S,13R,14R,15S,17S)-1,8-difluoro-14-{[(fluoromethyl)sulfanyl]carbonyl}-17-hydroxy-2,13,15-trimethyl-5-oxotetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadeca-3,6-dien-14-yl propanoate|((6S,8S,9R,10S,11S,13S,14S,16R,17R)-6,9-difluoro-17-(fluoromethylsulfanylcarbonyl)-11-hydroxy-10,13,16-trimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta(a)phenanthren-17-yl) propanoate|[(6S,8S,9R,10S,11S,13S,14S,16R,17R)-6,9-difluoro-17-(fluoromethylsulfanylcarbonyl)-11-hydroxy-10,13,16-trimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl] propanoate|(6S,8S,9R,10S,11S,13S,14S,16R,17R)-6,9-difluoro-17-(((fluoromethyl)thio)carbonyl)-11-hydroxy-10,13,16-trimethyl-3-oxo-6,7,8,9,10,11,12,13,14,15,16,17-dodecahydro-3H-cyclopenta[a]phenanthren-17-yl propionate|(1R,2R,3aS,3bS,5S,9aS,9bR,10S,11aS)-5,9b-difluoro-1-{[(fluoromethyl)sulfanyl]carbonyl}-10-hydroxy-2,9a,11a-trimethyl-7-oxo-1H,2H,3H,3aH,3bH,4H,5H,7H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthren-1-yl propanoate",CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
